caseid,statefip,famincome,age,sex,empstat,fullpart,act_work,act_social,act_sports,act_leisure
2.01407E+13,Colorado,"$50,000 to $59,999",58,Male,Employed - at work,Full time,0,640,0,640
2.01407E+13,New York,"$15,000 to $19,999",46,Female,Employed - at work,Part time,245,420,0,420
2.01407E+13,North Carolina,"$60,000 to $74,999",61,Male,Employed - at work,Full time,518,150,0,150
2.01407E+13,Virginia,"$5,000 to $7,499",24,Female,Employed - absent,Part time,90,0,0,0
2.01407E+13,Connecticut,"$30,000 to $34,999",60,Male,Employed - at work,Part time,180,125,90,215
2.01407E+13,Texas,"$25,000 to $29,999",64,Female,Employed - absent,Part time,0,165,0,165
2.01407E+13,Florida,"$50,000 to $59,999",55,Female,Employed - at work,Full time,835,0,0,0
2.01407E+13,California,"$75,000 to $99,999",55,Female,Employed - at work,Full time,470,250,0,250
2.01407E+13,Michigan,"$25,000 to $29,999",66,Female,Employed - at work,Full time,0,420,60,480
2.01407E+13,North Carolina,"$100,000 to $149,999",41,Female,Employed - at work,Full time,240,0,0,0
2.01407E+13,Texas,"$100,000 to $149,999",18,Female,Employed - at work,Part time,0,458,0,458
2.01407E+13,Maryland,"$60,000 to $74,999",67,Female,Employed - at work,Full time,0,200,0,200
2.01407E+13,Florida,"$50,000 to $59,999",52,Male,Employed - at work,Full time,190,60,0,60
2.01407E+13,Arizona,"$40,000 to $49,999",64,Male,Employed - at work,Full time,465,175,140,315
2.01407E+13,Florida,"$7,500 to $9,999",21,Female,Employed - at work,Full time,0,773,0,773
2.01407E+13,Minnesota,"$75,000 to $99,999",58,Female,Employed - at work,Full time,506,99,0,99
2.01407E+13,Virginia,"$150,000 and over",61,Male,Employed - at work,Full time,390,85,60,145
2.01407E+13,Florida,"$15,000 to $19,999",51,Male,Employed - at work,Full time,575,240,0,240
2.01407E+13,New York,"$75,000 to $99,999",19,Female,Employed - at work,Part time,240,305,0,305
2.01407E+13,Texas,"$50,000 to $59,999",60,Female,Employed - at work,Full time,0,148,0,148
2.01407E+13,California,"$50,000 to $59,999",74,Male,Employed - at work,Full time,439,230,0,230
2.01407E+13,New Jersey,"$60,000 to $74,999",59,Male,Employed - at work,Full time,335,310,0,310
2.01407E+13,Indiana,"$60,000 to $74,999",53,Male,Employed - at work,Full time,0,440,0,440
2.01407E+13,Missouri,"$100,000 to $149,999",60,Male,Employed - at work,Part time,90,40,355,395
2.01407E+13,Michigan,"$100,000 to $149,999",56,Female,Employed - at work,Full time,515,175,0,175
2.01407E+13,New York,"$25,000 to $29,999",71,Female,Employed - at work,Full time,455,115,0,115
2.01407E+13,Maine,"$150,000 and over",67,Male,Employed - at work,Full time,275,220,0,220
2.01407E+13,California,"$15,000 to $19,999",75,Female,Employed - at work,Part time,0,230,0,230
2.01407E+13,California,"$75,000 to $99,999",68,Male,Employed - at work,Part time,60,930,0,930
2.01407E+13,Washington,"$60,000 to $74,999",57,Male,Employed - at work,Full time,120,600,0,600
2.01407E+13,New Hampshire,"$100,000 to $149,999",60,Female,Employed - at work,Full time,0,280,0,280
2.01407E+13,Mississippi,"$20,000 to $24,999",67,Female,Employed - absent,Full time,0,500,0,500
2.01407E+13,Missouri,"$40,000 to $49,999",61,Male,Employed - at work,Part time,465,85,0,85
2.01407E+13,Georgia,"$30,000 to $34,999",50,Female,Employed - at work,Full time,0,140,0,140
2.01407E+13,Wisconsin,"$75,000 to $99,999",66,Female,Employed - at work,Full time,115,250,0,250
2.01407E+13,Alabama,"$30,000 to $34,999",61,Female,Employed - at work,Part time,505,225,0,225
2.01407E+13,Pennsylvania,"$75,000 to $99,999",62,Male,Employed - at work,Full time,562,98,0,98
2.01407E+13,Colorado,"$75,000 to $99,999",60,Female,Employed - at work,Full time,350,105,0,105
2.01407E+13,Florida,"$100,000 to $149,999",23,Female,Employed - at work,Part time,350,410,0,410
2.01407E+13,Maryland,"$40,000 to $49,999",50,Female,Employed - at work,Full time,0,608,0,608
2.01407E+13,New Jersey,"$100,000 to $149,999",61,Female,Employed - at work,Full time,563,30,0,30
2.01407E+13,Alabama,"$50,000 to $59,999",50,Male,Employed - at work,Full time,590,105,0,105
2.01407E+13,Minnesota,"$150,000 and over",62,Male,Employed - at work,Full time,25,250,0,250
2.01407E+13,Texas,"$50,000 to $59,999",58,Male,Employed - at work,Full time,580,180,50,230
2.01407E+13,Illinois,"$100,000 to $149,999",50,Female,Employed - at work,Part time,0,540,0,540
2.01407E+13,Maryland,"$20,000 to $24,999",65,Female,Employed - at work,Part time,0,235,30,265
2.01407E+13,Florida,"$100,000 to $149,999",64,Female,Employed - at work,Full time,0,180,0,180
2.01407E+13,New York,"$100,000 to $149,999",29,Male,Employed - at work,Part time,645,170,0,170
2.01407E+13,Florida,"$100,000 to $149,999",53,Female,Employed - at work,Full time,128,0,0,0
2.01407E+13,Pennsylvania,"$100,000 to $149,999",61,Female,Employed - at work,Full time,120,280,0,280
2.01407E+13,Colorado,"$40,000 to $49,999",76,Female,Employed - at work,Part time,305,180,70,250
2.01407E+13,New York,"$40,000 to $49,999",65,Female,Employed - at work,Full time,225,175,0,175
2.01407E+13,Pennsylvania,"$60,000 to $74,999",52,Male,Employed - at work,Full time,434,60,0,60
2.01407E+13,California,"$60,000 to $74,999",62,Male,Employed - at work,Full time,475,265,0,265
2.01407E+13,Massachusetts,"$20,000 to $24,999",58,Female,Employed - at work,Part time,535,210,0,210
2.01407E+13,Alabama,"$40,000 to $49,999",61,Female,Employed - absent,Full time,162,343,0,343
2.01407E+13,New York,"$50,000 to $59,999",51,Female,Employed - at work,Full time,0,475,0,475
2.01407E+13,New York,"$100,000 to $149,999",52,Male,Employed - absent,Full time,0,570,0,570
2.01407E+13,Maine,"$10,000 to $12,499",68,Female,Employed - at work,Full time,0,343,0,343
2.01407E+13,North Carolina,"$30,000 to $34,999",56,Female,Employed - at work,Full time,636,155,0,155
2.01407E+13,Texas,"$100,000 to $149,999",51,Male,Employed - at work,Full time,752,60,0,60
2.01407E+13,Ohio,"$25,000 to $29,999",52,Female,Employed - at work,Full time,0,85,120,205
2.01407E+13,Texas,"$50,000 to $59,999",67,Female,Employed - at work,Part time,0,280,0,280
2.01407E+13,North Carolina,"Less than $5,000",51,Male,Employed - at work,Part time,530,120,0,120
2.01407E+13,Alaska,"$35,000 to $39,999",56,Male,Employed - absent,Full time,60,230,0,230
2.01407E+13,District of Columbia,"$150,000 and over",61,Female,Employed - at work,Full time,535,230,0,230
2.01407E+13,Indiana,"$25,000 to $29,999",58,Female,Employed - at work,Full time,270,396,0,396
2.01407E+13,Minnesota,"$25,000 to $29,999",50,Male,Employed - at work,Full time,545,235,0,235
2.01407E+13,New York,"$50,000 to $59,999",60,Male,Employed - at work,Part time,303,31,0,31
2.01407E+13,Oklahoma,"$60,000 to $74,999",63,Female,Employed - absent,Full time,0,340,0,340
2.01407E+13,Maryland,"$35,000 to $39,999",66,Male,Employed - at work,Part time,0,602,75,677
2.01407E+13,Texas,"$150,000 and over",45,Female,Employed - at work,Full time,480,0,0,0
2.01407E+13,North Dakota,"$100,000 to $149,999",54,Female,Employed - at work,Full time,0,265,0,265
2.01407E+13,Arizona,"$100,000 to $149,999",57,Female,Employed - at work,Full time,505,120,0,120
2.01407E+13,California,"$75,000 to $99,999",57,Male,Employed - at work,Full time,450,210,0,210
2.01407E+13,Illinois,"$40,000 to $49,999",61,Female,Employed - at work,Part time,10,120,0,120
2.01407E+13,Maryland,"$150,000 and over",50,Female,Employed - at work,Full time,0,215,0,215
2.01407E+13,New Jersey,"$35,000 to $39,999",57,Male,Employed - at work,Full time,555,150,0,150
2.01407E+13,Iowa,"$75,000 to $99,999",64,Male,Employed - absent,Full time,0,0,0,0
2.01407E+13,New York,"$25,000 to $29,999",64,Female,Employed - at work,Full time,0,505,0,505
2.01407E+13,Pennsylvania,"$75,000 to $99,999",70,Male,Employed - at work,Full time,0,1060,0,1060
2.01407E+13,Nevada,"$35,000 to $39,999",55,Female,Employed - at work,Full time,585,79,0,79
2.01407E+13,Texas,"$30,000 to $34,999",52,Male,Employed - at work,Part time,0,395,0,395
2.01407E+13,Illinois,"$75,000 to $99,999",64,Male,Employed - at work,Full time,460,60,0,60
2.01407E+13,Arkansas,"Less than $5,000",52,Male,Employed - at work,Part time,0,715,0,715
2.01407E+13,Kentucky,"$40,000 to $49,999",55,Female,Employed - at work,Full time,0,610,0,610
2.01407E+13,Pennsylvania,"$50,000 to $59,999",61,Female,Employed - absent,Full time,0,289,0,289
2.01407E+13,Texas,"$30,000 to $34,999",52,Female,Employed - at work,Full time,580,150,0,150
2.01407E+13,New York,"$15,000 to $19,999",72,Female,Employed - at work,Part time,0,645,45,690
2.01407E+13,Virginia,"$75,000 to $99,999",66,Female,Employed - at work,Part time,0,120,0,120
2.01407E+13,West Virginia,"$75,000 to $99,999",57,Male,Employed - at work,Full time,55,210,0,210
2.01407E+13,New York,"$150,000 and over",80,Male,Employed - at work,Full time,900,30,0,30
2.01407E+13,North Carolina,"$7,500 to $9,999",22,Female,Employed - absent,Part time,0,90,0,90
2.01407E+13,Texas,"$150,000 and over",50,Female,Employed - at work,Full time,0,370,120,490
2.01407E+13,Alabama,"$75,000 to $99,999",62,Female,Employed - at work,Full time,0,623,0,623
2.01407E+13,Massachusetts,"$60,000 to $74,999",59,Female,Employed - at work,Full time,0,360,0,360
2.01407E+13,California,"$75,000 to $99,999",60,Female,Employed - at work,Full time,480,295,0,295
2.01407E+13,Minnesota,"$150,000 and over",71,Male,Employed - at work,Part time,170,405,0,405
2.01407E+13,Alabama,"Less than $5,000",55,Male,Employed - at work,Part time,0,730,0,730
2.01407E+13,California,"$150,000 and over",52,Male,Employed - at work,Full time,700,35,0,35
2.01407E+13,South Dakota,"$25,000 to $29,999",59,Male,Employed - absent,Full time,0,561,0,561
2.01407E+13,New York,"$100,000 to $149,999",66,Female,Employed - at work,Full time,0,315,0,315
2.01407E+13,Florida,"$60,000 to $74,999",56,Female,Employed - at work,Full time,0,295,0,295
2.01407E+13,Iowa,"$15,000 to $19,999",78,Female,Employed - at work,Part time,0,211,0,211
2.01407E+13,Tennessee,"$35,000 to $39,999",74,Male,Employed - at work,Part time,0,350,0,350
2.01407E+13,New York,"$100,000 to $149,999",59,Male,Employed - at work,Full time,710,135,60,195
2.01407E+13,South Dakota,"$150,000 and over",56,Female,Employed - at work,Part time,864,50,0,50
2.01407E+13,Florida,"$20,000 to $24,999",59,Female,Employed - at work,Full time,0,840,0,840
2.01407E+13,New Jersey,"$25,000 to $29,999",66,Female,Employed - at work,Full time,0,255,0,255
2.01407E+13,California,"Less than $5,000",18,Female,Employed - at work,Part time,0,420,0,420
2.01407E+13,South Dakota,"$100,000 to $149,999",57,Male,Employed - at work,Full time,0,420,0,420
2.01407E+13,Arizona,"$25,000 to $29,999",51,Male,Employed - at work,Full time,480,0,0,0
2.01407E+13,Washington,"$50,000 to $59,999",68,Male,Employed - at work,Full time,590,120,0,120
2.01407E+13,Louisiana,"$150,000 and over",22,Male,Employed - at work,Part time,200,193,60,253
2.01407E+13,Illinois,"$40,000 to $49,999",51,Female,Employed - at work,Part time,0,135,0,135
2.01407E+13,Texas,"$100,000 to $149,999",64,Male,Employed - at work,Part time,540,240,0,240
2.01407E+13,Maryland,"$150,000 and over",55,Female,Employed - at work,Full time,555,0,65,65
2.01407E+13,Illinois,"$50,000 to $59,999",43,Male,Employed - at work,Part time,0,233,0,233
2.01407E+13,Maryland,"$7,500 to $9,999",22,Male,Employed - absent,Full time,0,180,0,180
2.01407E+13,Iowa,"$40,000 to $49,999",53,Female,Employed - at work,Full time,0,340,0,340
2.01407E+13,Delaware,"$40,000 to $49,999",80,Male,Employed - at work,Part time,85,739,89,828
2.01407E+13,Ohio,"$40,000 to $49,999",55,Female,Employed - at work,Part time,0,163,0,163
2.01407E+13,Texas,"$100,000 to $149,999",72,Male,Employed - at work,Full time,476,110,50,160
2.01407E+13,Florida,"$60,000 to $74,999",55,Male,Employed - at work,Full time,0,400,0,400
2.01407E+13,Minnesota,"$75,000 to $99,999",65,Female,Employed - at work,Full time,0,450,0,450
2.01407E+13,South Carolina,"$15,000 to $19,999",59,Male,Employed - at work,Full time,475,75,0,75
2.01407E+13,Missouri,"$150,000 and over",67,Male,Employed - at work,Full time,390,262,45,307
2.01407E+13,California,"$40,000 to $49,999",59,Female,Employed - at work,Full time,413,330,0,330
2.01407E+13,South Carolina,"$150,000 and over",62,Male,Employed - at work,Full time,595,220,0,220
2.01407E+13,Rhode Island,"$50,000 to $59,999",52,Male,Employed - absent,Full time,0,475,40,515
2.01407E+13,Oklahoma,"$150,000 and over",51,Male,Employed - at work,Full time,0,30,0,30
2.01407E+13,Ohio,"$60,000 to $74,999",64,Female,Employed - absent,Full time,15,440,30,470
2.01407E+13,New Jersey,"$100,000 to $149,999",66,Female,Employed - at work,Part time,0,215,0,215
2.01407E+13,Wisconsin,"$7,500 to $9,999",66,Female,Employed - at work,Full time,555,330,0,330
2.01407E+13,Florida,"$150,000 and over",56,Male,Employed - at work,Full time,575,100,0,100
2.01407E+13,Florida,"$20,000 to $24,999",56,Male,Employed - at work,Part time,360,295,0,295
2.01407E+13,South Carolina,"$150,000 and over",64,Male,Employed - at work,Full time,560,215,0,215
2.01407E+13,Arizona,"$60,000 to $74,999",50,Female,Employed - at work,Full time,0,712,0,712
2.01407E+13,Florida,"$30,000 to $34,999",51,Female,Employed - at work,Full time,485,143,0,143
2.01407E+13,New Hampshire,"$25,000 to $29,999",30,Male,Employed - at work,Full time,0,810,0,810
2.01407E+13,Florida,"$100,000 to $149,999",53,Male,Employed - at work,Full time,435,125,0,125
2.01407E+13,California,"$20,000 to $24,999",21,Female,Employed - at work,Part time,0,420,80,500
2.01407E+13,Mississippi,"$100,000 to $149,999",52,Female,Employed - at work,Full time,570,0,0,0
2.01407E+13,Ohio,"$35,000 to $39,999",76,Male,Employed - absent,Full time,0,90,0,90
2.01407E+13,New York,"$150,000 and over",54,Male,Employed - at work,Full time,100,160,10,170
2.01407E+13,Maryland,"$100,000 to $149,999",50,Female,Employed - at work,Full time,210,646,0,646
2.01407E+13,Florida,"$30,000 to $34,999",72,Female,Employed - at work,Full time,0,390,0,390
2.01407E+13,Illinois,"$50,000 to $59,999",65,Female,Employed - absent,Part time,0,180,0,180
2.01407E+13,Illinois,"$60,000 to $74,999",29,Male,Employed - at work,Part time,0,266,85,351
2.01407E+13,Louisiana,"$60,000 to $74,999",75,Female,Employed - at work,Part time,0,633,0,633
2.01407E+13,Pennsylvania,"$60,000 to $74,999",55,Female,Employed - at work,Full time,180,315,0,315
2.01407E+13,Maryland,"$50,000 to $59,999",63,Male,Employed - at work,Full time,615,0,0,0
2.01407E+13,California,"$75,000 to $99,999",66,Female,Employed - at work,Part time,235,223,50,273
2.01407E+13,Iowa,"$35,000 to $39,999",61,Female,Employed - at work,Full time,0,185,0,185
2.01407E+13,California,"$35,000 to $39,999",69,Female,Employed - at work,Part time,350,290,0,290
2.01407E+13,Ohio,"$60,000 to $74,999",57,Male,Employed - at work,Full time,0,680,0,680
2.01407E+13,Ohio,"$75,000 to $99,999",62,Male,Employed - absent,Full time,0,0,60,60
2.01407E+13,New Mexico,"$60,000 to $74,999",62,Male,Employed - at work,Full time,210,170,0,170
2.01407E+13,Maine,"$60,000 to $74,999",74,Male,Employed - at work,Full time,450,180,0,180
2.01407E+13,Michigan,"$25,000 to $29,999",61,Female,Employed - at work,Full time,0,445,0,445
2.01407E+13,Wisconsin,"$30,000 to $34,999",53,Male,Employed - at work,Full time,520,0,0,0
2.01407E+13,Massachusetts,"$60,000 to $74,999",59,Female,Employed - at work,Full time,0,565,0,565
2.01407E+13,North Carolina,"$100,000 to $149,999",67,Male,Employed - at work,Full time,0,565,0,565
2.01407E+13,Connecticut,"$50,000 to $59,999",62,Female,Employed - at work,Full time,0,645,0,645
2.01407E+13,Ohio,"$40,000 to $49,999",85,Male,Employed - at work,Part time,0,605,15,620
2.01407E+13,Texas,"$150,000 and over",57,Male,Employed - at work,Full time,555,305,0,305
2.01407E+13,Oregon,"$100,000 to $149,999",52,Female,Employed - at work,Part time,0,375,75,450
2.01407E+13,Indiana,"$20,000 to $24,999",62,Female,Employed - at work,Part time,0,310,40,350
2.01407E+13,Mississippi,"$75,000 to $99,999",66,Male,Employed - at work,Part time,0,180,0,180
2.01408E+13,Texas,"$60,000 to $74,999",58,Male,Employed - at work,Full time,0,533,0,533
2.01408E+13,Alabama,"$12,500 to $14,999",62,Female,Employed - at work,Part time,410,120,0,120
2.01408E+13,Idaho,"$50,000 to $59,999",64,Female,Employed - at work,Full time,465,115,0,115
2.01408E+13,California,"$15,000 to $19,999",65,Female,Employed - at work,Part time,0,95,0,95
2.01408E+13,Massachusetts,"$25,000 to $29,999",53,Male,Employed - at work,Full time,0,75,5,80
2.01408E+13,Florida,"$150,000 and over",58,Male,Employed - at work,Full time,540,110,60,170
2.01408E+13,Florida,"$150,000 and over",62,Female,Employed - at work,Full time,0,120,60,180
2.01408E+13,Mississippi,"$15,000 to $19,999",54,Female,Employed - at work,Full time,178,340,0,340
2.01408E+13,Oregon,"$60,000 to $74,999",59,Male,Employed - at work,Full time,0,60,510,570
2.01408E+13,Pennsylvania,"$50,000 to $59,999",60,Male,Employed - at work,Full time,405,387,0,387
2.01408E+13,New Mexico,"$35,000 to $39,999",67,Male,Employed - at work,Part time,70,140,0,140
2.01408E+13,Virginia,"$75,000 to $99,999",68,Female,Employed - at work,Full time,0,312,0,312
2.01408E+13,Texas,"$30,000 to $34,999",59,Female,Employed - at work,Full time,0,432,0,432
2.01408E+13,North Carolina,"$35,000 to $39,999",54,Male,Employed - at work,Full time,472,225,0,225
2.01408E+13,Florida,"$20,000 to $24,999",57,Male,Employed - at work,Full time,630,90,0,90
2.01408E+13,New Jersey,"$40,000 to $49,999",65,Female,Employed - at work,Full time,715,128,0,128
2.01408E+13,Massachusetts,"$75,000 to $99,999",59,Female,Employed - at work,Full time,0,180,0,180
2.01408E+13,Arizona,"$60,000 to $74,999",53,Male,Employed - at work,Full time,648,108,0,108
2.01408E+13,Georgia,"$75,000 to $99,999",67,Male,Employed - at work,Full time,469,70,15,85
2.01408E+13,Florida,"$20,000 to $24,999",22,Female,Employed - at work,Full time,0,60,365,425
2.01408E+13,Texas,"$30,000 to $34,999",54,Male,Employed - at work,Full time,625,95,0,95
2.01408E+13,Pennsylvania,"$60,000 to $74,999",60,Male,Employed - at work,Full time,0,210,60,270
2.01408E+13,Florida,"$50,000 to $59,999",61,Female,Employed - at work,Full time,0,310,0,310
2.01408E+13,Florida,"$10,000 to $12,499",64,Male,Employed - at work,Full time,0,365,0,365
2.01408E+13,California,"$75,000 to $99,999",53,Female,Employed - absent,Full time,0,530,0,530
2.01408E+13,Florida,"$20,000 to $24,999",65,Female,Employed - at work,Full time,494,494,0,494
2.01408E+13,Ohio,"$75,000 to $99,999",67,Male,Employed - at work,Part time,0,301,0,301
2.01408E+13,Wisconsin,"$100,000 to $149,999",55,Male,Employed - at work,Full time,615,225,0,225
2.01408E+13,Indiana,"$40,000 to $49,999",67,Male,Employed - at work,Full time,0,355,0,355
2.01408E+13,Kentucky,"$75,000 to $99,999",61,Male,Employed - at work,Full time,520,345,0,345
2.01408E+13,Kentucky,"$35,000 to $39,999",59,Female,Employed - at work,Full time,510,120,0,120
2.01408E+13,Massachusetts,"$30,000 to $34,999",65,Male,Employed - at work,Full time,90,65,180,245
2.01408E+13,Arizona,"$40,000 to $49,999",62,Female,Employed - at work,Full time,382,60,0,60
2.01408E+13,South Carolina,"$20,000 to $24,999",57,Female,Employed - at work,Part time,0,65,0,65
2.01408E+13,New York,"$40,000 to $49,999",67,Female,Employed - at work,Full time,562,232,0,232
2.01408E+13,Illinois,"$150,000 and over",66,Male,Employed - at work,Full time,530,152,0,152
2.01408E+13,Kentucky,"$30,000 to $34,999",57,Male,Employed - absent,Full time,60,515,0,515
2.01408E+13,California,"$25,000 to $29,999",53,Female,Employed - at work,Part time,231,75,0,75
2.01408E+13,Indiana,"$50,000 to $59,999",60,Male,Employed - at work,Full time,0,0,0,0
2.01408E+13,Connecticut,"$100,000 to $149,999",23,Female,Employed - at work,Part time,576,0,190,190
2.01408E+13,North Carolina,"$20,000 to $24,999",29,Male,Employed - at work,Part time,0,120,20,140
2.01408E+13,North Carolina,"$75,000 to $99,999",57,Female,Employed - at work,Part time,575,40,0,40
2.01408E+13,Indiana,"$100,000 to $149,999",67,Male,Employed - at work,Full time,600,160,0,160
2.01408E+13,Iowa,"$40,000 to $49,999",50,Female,Employed - at work,Full time,190,180,0,180
2.01408E+13,Nebraska,"$100,000 to $149,999",58,Male,Employed - at work,Full time,438,348,0,348
2.01408E+13,Texas,"$75,000 to $99,999",50,Male,Employed - at work,Full time,0,375,0,375
2.01408E+13,Florida,"$30,000 to $34,999",51,Male,Employed - at work,Full time,461,195,0,195
2.01408E+13,California,"$15,000 to $19,999",63,Male,Employed - at work,Part time,0,270,0,270
2.01408E+13,Connecticut,"$100,000 to $149,999",60,Male,Employed - at work,Full time,0,45,45,90
2.01408E+13,California,"$150,000 and over",69,Female,Employed - at work,Full time,0,460,80,540
2.01408E+13,Pennsylvania,"$60,000 to $74,999",51,Female,Employed - at work,Full time,0,540,0,540
2.01408E+13,North Carolina,"$40,000 to $49,999",57,Male,Employed - at work,Full time,540,151,0,151
2.01408E+13,Wisconsin,"$40,000 to $49,999",58,Female,Employed - at work,Full time,240,60,0,60
2.01408E+13,Kansas,"$12,500 to $14,999",23,Female,Employed - at work,Full time,0,270,0,270
2.01408E+13,California,"$35,000 to $39,999",58,Female,Employed - at work,Full time,435,90,0,90
2.01408E+13,Texas,"$100,000 to $149,999",52,Male,Employed - at work,Full time,560,134,55,189
2.01408E+13,Wisconsin,"$100,000 to $149,999",78,Male,Employed - at work,Full time,495,401,0,401
2.01408E+13,Indiana,"$75,000 to $99,999",53,Male,Employed - at work,Full time,535,300,0,300
2.01408E+13,California,"$15,000 to $19,999",26,Male,Employed - absent,Full time,0,350,0,350
2.01408E+13,Florida,"$150,000 and over",20,Female,Employed - at work,Part time,330,285,0,285
2.01408E+13,Texas,"$12,500 to $14,999",60,Male,Employed - at work,Full time,600,0,0,0
2.01408E+13,Iowa,"$100,000 to $149,999",50,Male,Employed - at work,Full time,540,327,0,327
2.01408E+13,New Jersey,"$75,000 to $99,999",59,Male,Employed - at work,Full time,720,124,0,124
2.01408E+13,Nevada,"$100,000 to $149,999",68,Male,Employed - absent,Full time,0,360,0,360
2.01408E+13,Illinois,"$60,000 to $74,999",50,Male,Employed - at work,Full time,0,754,0,754
2.01408E+13,California,"$100,000 to $149,999",70,Male,Employed - at work,Full time,245,215,120,335
2.01408E+13,New York,"$30,000 to $34,999",59,Female,Employed - at work,Full time,481,250,0,250
2.01408E+13,Pennsylvania,"$30,000 to $34,999",62,Male,Employed - absent,Full time,0,260,0,260
2.01408E+13,Michigan,"$100,000 to $149,999",55,Female,Employed - absent,Part time,0,120,0,120
2.01408E+13,Texas,"$100,000 to $149,999",60,Female,Employed - at work,Full time,0,165,0,165
2.01408E+13,Utah,"$60,000 to $74,999",31,Male,Employed - at work,Full time,0,395,0,395
2.01408E+13,Alabama,"$60,000 to $74,999",51,Male,Employed - at work,Full time,615,260,0,260
2.01408E+13,Florida,"Less than $5,000",66,Female,Employed - at work,Full time,420,90,0,90
2.01408E+13,Virginia,"$100,000 to $149,999",58,Male,Employed - at work,Part time,212,455,0,455
2.01408E+13,Missouri,"$20,000 to $24,999",23,Male,Employed - at work,Full time,525,465,0,465
2.01408E+13,Washington,"$50,000 to $59,999",57,Female,Employed - at work,Full time,535,230,0,230
2.01408E+13,New York,"Less than $5,000",54,Female,Employed - at work,Full time,520,90,0,90
2.01408E+13,Colorado,"$100,000 to $149,999",54,Female,Employed - at work,Full time,895,60,0,60
2.01408E+13,North Carolina,"$75,000 to $99,999",51,Male,Employed - at work,Full time,0,550,0,550
2.01408E+13,Texas,"$60,000 to $74,999",23,Male,Employed - at work,Full time,575,135,0,135
2.01408E+13,Nebraska,"$60,000 to $74,999",60,Female,Employed - at work,Full time,0,470,30,500
2.01408E+13,Washington,"$35,000 to $39,999",54,Male,Employed - at work,Part time,0,430,0,430
2.01408E+13,Virginia,"$75,000 to $99,999",63,Female,Employed - at work,Part time,0,260,0,260
2.01408E+13,Indiana,"$30,000 to $34,999",64,Male,Employed - at work,Full time,0,65,0,65
2.01408E+13,Alabama,"$20,000 to $24,999",52,Female,Employed - at work,Full time,473,60,0,60
2.01408E+13,Georgia,"$25,000 to $29,999",62,Female,Employed - at work,Full time,180,510,0,510
2.01408E+13,Nevada,"Less than $5,000",71,Male,Employed - at work,Full time,780,270,0,270
2.01408E+13,Missouri,"$50,000 to $59,999",53,Female,Employed - at work,Full time,405,195,150,345
2.01408E+13,Arizona,"$150,000 and over",74,Male,Employed - at work,Full time,0,350,0,350
2.01408E+13,Illinois,"$100,000 to $149,999",70,Female,Employed - at work,Part time,0,337,0,337
2.01408E+13,California,"$100,000 to $149,999",59,Male,Employed - at work,Part time,41,369,30,399
2.01408E+13,Michigan,"$100,000 to $149,999",52,Male,Employed - at work,Full time,30,270,0,270
2.01408E+13,Texas,"$50,000 to $59,999",68,Female,Employed - at work,Full time,0,635,0,635
2.01408E+13,South Carolina,"$50,000 to $59,999",60,Male,Employed - at work,Full time,780,165,0,165
2.01408E+13,Colorado,"$100,000 to $149,999",56,Female,Employed - at work,Part time,0,490,0,490
2.01408E+13,New Jersey,"$50,000 to $59,999",85,Female,Employed - at work,Full time,0,175,0,175
2.01408E+13,New York,"$150,000 and over",54,Male,Employed - at work,Full time,645,150,0,150
2.01408E+13,Texas,"$60,000 to $74,999",68,Female,Employed - at work,Part time,420,165,0,165
2.01408E+13,Vermont,"$75,000 to $99,999",53,Male,Employed - at work,Full time,0,375,135,510
2.01408E+13,Mississippi,"$75,000 to $99,999",57,Male,Employed - at work,Full time,540,220,0,220
2.01408E+13,California,"$60,000 to $74,999",59,Male,Employed - at work,Full time,625,205,0,205
2.01408E+13,Texas,"$35,000 to $39,999",51,Female,Employed - at work,Full time,570,338,0,338
2.01408E+13,Texas,"$35,000 to $39,999",54,Male,Employed - at work,Full time,620,205,0,205
2.01408E+13,California,"$75,000 to $99,999",59,Female,Employed - at work,Full time,478,220,0,220
2.01408E+13,North Carolina,"$100,000 to $149,999",65,Male,Employed - at work,Full time,681,180,30,210
2.01408E+13,Arkansas,"$40,000 to $49,999",67,Female,Employed - at work,Full time,570,120,0,120
2.01408E+13,Arkansas,"$20,000 to $24,999",74,Female,Employed - at work,Part time,0,393,0,393
2.01408E+13,South Carolina,"$75,000 to $99,999",64,Male,Employed - at work,Full time,503,146,30,176
2.01408E+13,California,"$150,000 and over",67,Male,Employed - at work,Full time,0,280,60,340
2.01408E+13,Texas,"$100,000 to $149,999",53,Male,Employed - at work,Full time,30,280,0,280
2.01408E+13,Pennsylvania,"$50,000 to $59,999",66,Female,Employed - at work,Full time,517,175,0,175
2.01408E+13,California,"$100,000 to $149,999",54,Female,Employed - at work,Full time,615,15,0,15
2.01408E+13,Pennsylvania,"$35,000 to $39,999",60,Male,Employed - at work,Full time,255,246,0,246
2.01408E+13,California,"$60,000 to $74,999",61,Male,Employed - absent,Part time,0,520,0,520
2.01408E+13,Florida,"$35,000 to $39,999",50,Female,Employed - absent,Full time,30,585,0,585
2.01408E+13,Connecticut,"$25,000 to $29,999",61,Female,Employed - at work,Full time,405,185,0,185
2.01408E+13,Georgia,"Less than $5,000",19,Female,Employed - at work,Part time,300,120,0,120
2.01408E+13,Minnesota,"$50,000 to $59,999",63,Male,Employed - at work,Full time,0,75,0,75
