caseid,year,statefip,famincome,hh_child,age,sex,race,schlcoll,empstat,fullpart,act_carehh,act_carenhh,act_educ,act_food,act_govserv,act_hhact,act_hhserv,act_pcare,act_phone,act_profserv,act_purch,act_relig,act_social,act_sports,act_travel,act_vol,act_work
20140605141559,2014,"Florida","$20,000 to $24,999","No",66,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,5,0,138,0,375,0,0,0,0,922,0,0,0,0
20140605141560,2014,"Florida","$50,000 to $59,999","No",35,"Female","White only","College/university full time","Not in labor force","NIU (Not in universe)",0,0,0,120,0,75,0,570,0,0,0,0,335,120,60,0,160
20140605141563,2014,"California","$7,500 to $9,999","No",61,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,30,0,0,0,555,0,0,0,0,230,0,50,0,575
20140605141564,2014,"Minnesota","$5,000 to $7,499","No",39,"Male","Black only","Not enrolled","Employed - at work","Full time",0,0,0,20,0,0,0,480,0,0,0,95,150,0,25,60,610
20140605141566,2014,"Ohio","$50,000 to $59,999","No",53,"Female","Black only","NIU (Not in universe)","Unemployed - looking","NIU (Not in universe)",0,0,0,122,0,0,0,856,0,0,30,0,322,0,40,0,0
20140605141569,2014,"Ohio","$75,000 to $99,999","Yes",44,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",0,0,0,90,0,240,0,645,0,0,0,75,360,0,30,0,0
20140605141577,2014,"Nebraska","$100,000 to $149,999","Yes",50,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",0,15,0,125,0,415,0,605,0,0,30,0,80,0,50,0,0
20140605141578,2014,"New York","$75,000 to $99,999","No",38,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,25,0,240,0,570,0,0,0,0,290,0,30,0,0
20140605141579,2014,"Texas","$30,000 to $34,999","Yes",37,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",265,0,0,85,0,275,0,500,15,0,45,0,110,5,70,0,0
20140605141581,2014,"Texas","$30,000 to $34,999","Yes",63,"Female","White only","NIU (Not in universe)","Employed - at work","Part time",240,0,0,90,0,95,0,445,0,0,30,25,70,0,100,0,330
20140605141585,2014,"Florida","$25,000 to $29,999","No",70,"Female","White only","NIU (Not in universe)","Employed - at work","Part time",0,0,0,15,0,230,0,525,0,0,0,30,450,0,40,0,150
20140605141587,2014,"California","$100,000 to $149,999","Yes",63,"Female","Hawaiian Pacific Islander only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",215,0,0,15,0,475,0,450,0,0,0,0,285,0,0,0,0
20140605141588,2014,"Pennsylvania","$40,000 to $49,999","No",30,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",0,0,0,150,0,85,0,900,0,0,0,0,270,0,35,0,0
20140605141589,2014,"Nevada","$7,500 to $9,999","No",56,"Male","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,65,0,25,0,345,0,0,30,60,865,0,50,0,0
20140605141590,2014,"Michigan","Less than $5,000","No",80,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,90,0,0,0,360,0,0,0,0,990,0,0,0,0
20140605141593,2014,"Pennsylvania","$15,000 to $19,999","No",66,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,30,0,40,0,380,0,0,0,0,900,0,90,0,0
20140605141595,2014,"Georgia","$150,000 and over","Yes",36,"Female","White only","Not enrolled","Employed - at work","Full time",480,0,0,15,0,0,0,525,0,0,0,0,180,0,240,0,0
20140605141597,2014,"New Jersey","$20,000 to $24,999","Yes",41,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",0,0,0,0,0,146,0,481,0,0,0,0,813,0,0,0,0
20140605141600,2014,"Minnesota","$100,000 to $149,999","Yes",38,"Female","White only","Not enrolled","Employed - at work","Part time",55,0,0,55,0,45,0,490,10,0,0,0,65,0,98,0,577
20140605141605,2014,"Georgia","Less than $5,000","No",47,"Male","Black only","Not enrolled","Not in labor force","NIU (Not in universe)",0,0,0,20,0,120,0,360,0,0,0,0,940,0,0,0,0
20140605141606,2014,"Oklahoma","$100,000 to $149,999","Yes",33,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,30,0,0,0,490,0,0,2,0,143,0,185,0,590
20140605141607,2014,"Tennessee","$35,000 to $39,999","No",52,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,45,0,135,0,435,30,0,0,0,150,0,75,0,570
20140605141608,2014,"Texas","$60,000 to $74,999","Yes",16,"Male","Hawaiian Pacific Islander only","High school full time","Not in labor force","NIU (Not in universe)",0,0,0,145,0,30,0,588,0,0,5,0,150,0,32,490,0
20140605141610,2014,"New Jersey","$5,000 to $7,499","No",80,"Male","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,80,0,15,0,595,10,0,5,0,558,0,107,70,0
20140605141617,2014,"Oregon","$20,000 to $24,999","No",76,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,15,0,35,0,430,0,0,0,0,600,30,240,0,0
20140605141619,2014,"Iowa","$20,000 to $24,999","Yes",38,"Male","White only","Not enrolled","Employed - at work","Full time",140,0,0,80,0,80,0,455,0,0,0,0,135,0,35,0,515
20140605141622,2014,"Kentucky","$20,000 to $24,999","Yes",37,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",0,0,0,70,0,20,0,650,0,0,0,95,575,0,30,0,0
20140605141623,2014,"Ohio","$35,000 to $39,999","No",60,"Female","White only","NIU (Not in universe)","Unemployed - on layoff","NIU (Not in universe)",0,0,0,65,0,406,0,539,45,0,0,0,275,90,20,0,0
20140605141625,2014,"New York","$100,000 to $149,999","Yes",30,"Female","White only","Not enrolled","Employed - at work","Part time",5,0,0,20,0,130,0,330,0,0,0,0,30,0,7,0,918
20140605141628,2014,"New York","$100,000 to $149,999","Yes",39,"Female","White only","Not enrolled","Employed - at work","Full time",160,0,0,60,0,260,0,540,0,0,90,0,0,0,130,0,0
20140605141637,2014,"Arkansas","$40,000 to $49,999","No",76,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,60,0,150,0,480,0,0,0,0,750,0,0,0,0
20140605141642,2014,"Texas","$30,000 to $34,999","No",23,"Female","White only","College/university part time","Employed - at work","Part time",10,0,220,16,0,20,0,703,0,0,0,0,219,25,72,0,155
20140605141643,2014,"Virginia","$75,000 to $99,999","No",65,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,135,0,90,0,760,0,0,0,60,125,0,60,0,0
20140605141648,2014,"Ohio","$20,000 to $24,999","No",25,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,30,0,0,0,540,0,0,0,0,390,0,60,0,420
20140605141653,2014,"Louisiana","$12,500 to $14,999","No",68,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,45,0,393,0,687,0,0,0,0,315,0,0,0,0
20140605141667,2014,"Colorado","$100,000 to $149,999","No",56,"Female","White only","NIU (Not in universe)","Employed - at work","Part time",0,0,0,40,0,240,0,605,0,0,25,0,125,90,69,0,244
20140605141671,2014,"Minnesota","$15,000 to $19,999","No",62,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,180,0,347,0,420,0,0,100,60,223,0,110,0,0
20140605141675,2014,"Mississippi","$20,000 to $24,999","No",70,"Female","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,40,0,60,0,541,60,120,120,120,299,0,80,0,0
20140605141680,2014,"Virginia","$60,000 to $74,999","No",25,"Female","Black only","Not enrolled","Unemployed - looking","NIU (Not in universe)",0,0,0,60,0,110,0,570,0,0,0,0,470,120,30,0,80
20140605141684,2014,"Virginia","$25,000 to $29,999","No",62,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,90,0,0,0,555,0,0,0,0,240,270,20,0,265
20140605141685,2014,"Maryland","$7,500 to $9,999","No",62,"Female","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,120,0,0,0,775,0,0,0,0,545,0,0,0,0
20140605141686,2014,"New York","$100,000 to $149,999","No",51,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,110,0,55,0,490,0,0,0,0,120,90,50,0,525
20140605141687,2014,"Colorado","$60,000 to $74,999","No",38,"Female","White only","Not enrolled","Employed - at work","Full time",0,0,0,150,0,0,0,630,60,0,0,0,233,330,37,0,0
20140605141688,2014,"Louisiana","$25,000 to $29,999","No",66,"Female","Black only","NIU (Not in universe)","Employed - at work","Part time",0,0,0,115,0,110,0,680,120,0,60,0,150,0,185,0,0
20140605141689,2014,"New Jersey","$150,000 and over","No",72,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,40,0,210,0,350,0,0,0,0,120,0,120,0,600
20140605141694,2014,"Washington","$50,000 to $59,999","No",28,"Male","White only","College/university full time","Not in labor force","NIU (Not in universe)",0,0,320,75,0,0,0,655,0,0,0,0,390,0,0,0,0
20140605141695,2014,"Georgia","$35,000 to $39,999","No",74,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,55,0,152,30,455,135,0,0,50,501,0,62,0,0
20140605141697,2014,"Iowa","$60,000 to $74,999","Yes",39,"Male","White only","College/university part time","Employed - at work","Full time",30,0,0,60,0,405,0,435,0,0,65,0,390,0,55,0,0
20140605141700,2014,"Massachusetts","$150,000 and over","Yes",40,"Male","White only","Not enrolled","Employed - at work","Full time",30,0,0,165,0,285,0,480,0,0,0,0,240,90,60,0,90
20140605141702,2014,"North Carolina","$40,000 to $49,999","Yes",33,"Female","White only","Not enrolled","Employed - at work","Full time",0,0,0,95,0,0,0,540,0,0,0,0,205,0,30,0,465
20140605141704,2014,"Minnesota","$40,000 to $49,999","No",42,"Female","White only","Not enrolled","Employed - at work","Full time",0,0,0,50,0,242,0,718,0,0,0,0,420,0,10,0,0
20140605141711,2014,"Michigan","$100,000 to $149,999","Yes",39,"Male","White only","Not enrolled","Employed - at work","Full time",10,0,0,90,0,605,0,420,0,0,0,0,270,0,45,0,0
20140605141712,2014,"North Carolina","$75,000 to $99,999","No",64,"Female","White only","NIU (Not in universe)","Employed - at work","Part time",0,0,0,120,0,30,0,438,0,0,0,0,390,240,24,0,0
20140605141719,2014,"Michigan","$30,000 to $34,999","No",76,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,10,0,145,0,540,0,0,5,0,680,0,60,0,0
20140605141720,2014,"Massachusetts","$100,000 to $149,999","Yes",38,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,45,0,0,0,335,0,0,0,0,230,0,25,0,805
20140605141721,2014,"California","$100,000 to $149,999","No",66,"Female","Asian only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,20,0,20,0,537,10,2,30,5,193,0,97,0,526
20140605141724,2014,"Illinois","$75,000 to $99,999","Yes",72,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",190,0,0,120,0,155,0,600,0,0,0,70,210,0,95,0,0
20140605141732,2014,"Pennsylvania","$150,000 and over","No",30,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,120,0,0,0,745,0,0,0,0,385,0,70,0,0
20140605141733,2014,"California","$25,000 to $29,999","No",74,"Female","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,15,0,45,0,450,0,0,0,210,600,0,30,0,0
20140605141734,2014,"Mississippi","$25,000 to $29,999","Yes",39,"Female","Black only","Not enrolled","Not in labor force","NIU (Not in universe)",0,0,0,60,0,200,0,570,0,0,140,0,430,0,40,0,0
20140605141737,2014,"New York","$60,000 to $74,999","No",37,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,25,0,190,0,524,0,0,6,0,150,0,15,0,530
20140605141739,2014,"Colorado","$30,000 to $34,999","No",73,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",20,0,0,10,0,170,0,980,0,0,0,0,222,30,8,0,0
20140605141740,2014,"Ohio","$40,000 to $49,999","No",69,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,45,0,180,0,525,20,0,0,0,670,0,0,0,0
20140605141741,2014,"Texas","$75,000 to $99,999","No",80,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,2,0,60,0,225,0,510,60,0,0,0,408,0,25,0,0
20140605141745,2014,"Ohio","$20,000 to $24,999","Yes",20,"Male","White-Black","Not enrolled","Unemployed - looking","NIU (Not in universe)",0,0,0,20,0,0,0,780,0,0,0,0,640,0,0,0,0
20140605141748,2014,"Ohio","$40,000 to $49,999","No",61,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,90,0,170,0,465,0,0,0,0,695,0,20,0,0
20140605141749,2014,"California","$20,000 to $24,999","Yes",47,"Female","White only","College/university part time","Employed - absent","Part time",250,0,60,60,0,195,0,616,0,0,30,0,180,0,24,25,0
20140605141751,2014,"Tennessee","$50,000 to $59,999","No",65,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,60,0,285,0,855,0,0,0,90,144,0,6,0,0
20140605141752,2014,"Nevada","$75,000 to $99,999","Yes",54,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",2,0,0,40,0,0,0,571,0,0,0,0,252,0,95,0,480
20140605141753,2014,"Virginia","$20,000 to $24,999","Yes",29,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",51,0,0,155,0,60,0,465,31,0,60,10,400,0,208,0,0
20140605141755,2014,"California","$100,000 to $149,999","No",66,"Female","Hawaiian Pacific Islander only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,75,0,175,0,305,0,0,30,60,660,75,60,0,0
20140605141756,2014,"Texas","$10,000 to $12,499","No",80,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,30,0,60,0,720,3,0,0,0,587,0,40,0,0
20140605141763,2014,"Michigan","$60,000 to $74,999","Yes",42,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,240,0,60,0,620,0,0,75,0,120,230,95,0,0
20140605141766,2014,"Ohio","$50,000 to $59,999","No",50,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,60,0,55,0,490,0,0,0,0,0,160,120,0,555
20140605141771,2014,"Iowa","$40,000 to $49,999","Yes",32,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,60,0,0,0,630,0,0,0,0,188,0,44,0,518
20140605141772,2014,"South Carolina","$35,000 to $39,999","No",49,"Female","White only","Not enrolled","Employed - at work","Full time",0,0,0,20,0,90,0,645,0,0,0,0,685,0,0,0,0
20140605141775,2014,"Massachusetts","$20,000 to $24,999","Yes",37,"Female","White only","Not enrolled","Employed - at work","Full time",30,0,0,5,0,95,0,540,0,0,0,0,175,60,45,0,490
20140605141780,2014,"Utah","$60,000 to $74,999","Yes",26,"Female","White only","Not enrolled","Employed - at work","Part time",66,25,0,60,0,20,0,530,0,0,10,0,68,0,64,124,470
20140605141782,2014,"Louisiana","$100,000 to $149,999","Yes",54,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",199,0,0,30,0,60,0,590,0,0,101,0,130,39,201,30,0
20140605141783,2014,"Iowa","$100,000 to $149,999","No",49,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,60,0,15,0,480,0,0,0,0,180,0,75,0,630
20140605141784,2014,"Wisconsin","$40,000 to $49,999","Yes",34,"Male","White only","Not enrolled","Employed - at work","Full time",36,0,0,15,0,15,0,475,0,0,6,0,130,0,43,0,720
20140605141787,2014,"Idaho","$150,000 and over","Yes",46,"Male","White only","Not enrolled","Employed - at work","Full time",76,0,0,0,0,15,0,300,0,0,2,0,315,30,57,0,585
20140605141792,2014,"Wisconsin","$35,000 to $39,999","No",62,"Female","White only","NIU (Not in universe)","Unemployed - looking","NIU (Not in universe)",0,0,0,105,0,390,0,510,0,0,105,0,195,0,135,0,0
20140605141796,2014,"North Carolina","$60,000 to $74,999","Yes",32,"Male","Asian only","Not enrolled","Employed - at work","Full time",79,0,0,80,0,15,0,520,0,0,0,0,75,105,63,0,503
20140605141798,2014,"Pennsylvania","$150,000 and over","No",62,"Female","White only","NIU (Not in universe)","Employed - at work","Part time",0,2,0,80,0,87,0,800,0,5,8,0,420,0,20,0,0
20140605141799,2014,"California","$150,000 and over","Yes",64,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,15,0,0,0,505,0,0,0,175,160,0,40,0,515
20140605141801,2014,"Texas","$100,000 to $149,999","Yes",43,"Female","White only","Not enrolled","Employed - at work","Full time",0,0,0,20,0,360,0,635,0,0,70,0,175,0,150,30,0
20140605141803,2014,"Alabama","$60,000 to $74,999","Yes",36,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,20,0,5,0,422,0,0,0,0,133,0,60,0,800
20140605141804,2014,"California","$50,000 to $59,999","No",57,"Female","Black only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,140,0,65,0,580,30,0,0,30,352,0,63,180,0
20140605141805,2014,"New York","$100,000 to $149,999","No",51,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,85,0,60,0,500,0,0,0,0,225,0,80,0,490
20140605141809,2014,"Ohio","$40,000 to $49,999","Yes",37,"Male","White only","College/university part time","Employed - at work","Full time",30,0,0,30,0,290,0,525,0,0,0,0,205,270,60,0,30
20140605141818,2014,"Indiana","$60,000 to $74,999","Yes",37,"Female","White only","Not enrolled","Employed - at work","Full time",20,0,0,15,0,425,0,660,0,0,20,0,285,0,15,0,0
20140605141820,2014,"Michigan","$150,000 and over","No",79,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,120,0,0,0,720,0,0,0,0,600,0,0,0,0
20140605141823,2014,"Iowa","$60,000 to $74,999","No",52,"Male","White only","NIU (Not in universe)","Employed - absent","Full time",0,0,0,15,20,55,0,540,0,0,0,0,765,0,45,0,0
20140605141824,2014,"Arizona","$75,000 to $99,999","Yes",39,"Male","White only","Not enrolled","Employed - at work","Full time",92,0,0,75,0,290,0,461,75,0,148,0,49,0,210,40,0
20140605141826,2014,"California","$60,000 to $74,999","No",58,"Female","Black only","NIU (Not in universe)","Employed - at work","Part time",10,0,655,50,0,70,0,365,0,0,0,20,90,0,75,70,0
20140605141829,2014,"Tennessee","$50,000 to $59,999","No",66,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,30,0,332,0,615,0,0,120,0,253,0,90,0,0
20140605141837,2014,"Pennsylvania","$20,000 to $24,999","Yes",24,"Female","White only","Not enrolled","Employed - at work","Full time",0,0,0,90,0,0,0,535,0,0,0,0,0,0,10,0,805
20140605141848,2014,"Michigan","$50,000 to $59,999","No",55,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,75,0,15,0,600,0,0,0,0,720,0,30,0,0
20140605141849,2014,"New York","$50,000 to $59,999","No",62,"Female","White only","NIU (Not in universe)","Unemployed - looking","NIU (Not in universe)",0,0,0,110,0,200,0,350,0,45,150,0,120,60,405,0,0
20140605141850,2014,"Texas","$60,000 to $74,999","No",21,"Male","Black only","Not enrolled","Employed - at work","Part time",0,0,0,30,0,185,0,505,0,0,0,0,660,60,0,0,0
20140605141853,2014,"Michigan","$40,000 to $49,999","Yes",48,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",5,75,0,60,0,90,0,590,0,0,5,0,210,0,218,187,0
20140605141854,2014,"Montana","$40,000 to $49,999","No",57,"Female","American Indian, Alaskan Native","NIU (Not in universe)","Employed - at work","Full time",0,0,0,60,0,645,0,475,0,0,0,0,260,0,0,0,0
20140605141858,2014,"Virginia","$40,000 to $49,999","Yes",15,"Male","White only","Not enrolled","Not in labor force","NIU (Not in universe)",0,0,0,60,0,0,0,570,0,0,0,0,240,480,90,0,0
20140605141859,2014,"Missouri","$60,000 to $74,999","Yes",54,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",120,0,0,45,0,280,0,465,0,30,0,0,150,0,160,0,190
20140605141860,2014,"Pennsylvania","$60,000 to $74,999","No",69,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,90,0,315,0,381,0,0,0,0,584,0,70,0,0
20140605141861,2014,"Alabama","$12,500 to $14,999","No",78,"Female","Black only","NIU (Not in universe)","Unemployed - looking","NIU (Not in universe)",0,0,0,35,0,230,0,560,0,0,0,25,525,65,0,0,0
20140605141864,2014,"Maryland","$40,000 to $49,999","No",80,"Male","Black only","NIU (Not in universe)","Employed - at work","Part time",53,0,0,90,0,0,0,480,0,0,0,0,170,63,134,0,450
20140605141871,2014,"North Carolina","$60,000 to $74,999","No",64,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,210,0,0,0,570,0,0,90,178,220,0,62,0,90
20140605141873,2014,"Missouri","$25,000 to $29,999","No",61,"Female","Black only","NIU (Not in universe)","Unemployed - looking","NIU (Not in universe)",0,0,0,30,0,195,0,540,0,0,60,0,570,0,45,0,0
20140605141879,2014,"Georgia","$25,000 to $29,999","No",67,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,10,0,115,0,70,0,630,0,0,30,30,445,70,40,0,0
20140605141883,2014,"Florida","$20,000 to $24,999","No",59,"Male","Black only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,15,0,90,0,1085,0,0,30,0,180,0,40,0,0
20140605141885,2014,"Arkansas","$50,000 to $59,999","No",53,"Female","Black only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,10,0,63,0,325,0,0,12,0,385,0,42,0,588
20140605141888,2014,"Louisiana","$75,000 to $99,999","Yes",15,"Male","White only","Not enrolled","Not in labor force","NIU (Not in universe)",0,130,30,30,0,210,0,735,0,0,0,90,110,0,40,0,0
20140605141897,2014,"Pennsylvania","$40,000 to $49,999","No",62,"Male","Black only","NIU (Not in universe)","Employed - at work","Part time",0,270,0,150,0,180,0,405,0,0,0,45,120,0,240,0,0
20140605141904,2014,"North Carolina","$50,000 to $59,999","No",54,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",0,20,0,15,0,94,0,501,0,0,0,0,90,35,15,0,670
20140605141906,2014,"California","$10,000 to $12,499","No",58,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,25,0,0,0,610,60,0,0,0,745,0,0,0,0
20140605141919,2014,"Alabama","$12,500 to $14,999","No",78,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,83,0,180,0,605,0,30,15,30,350,30,37,35,0
20140605141926,2014,"Texas","$35,000 to $39,999","Yes",33,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",0,0,0,120,0,120,0,745,0,0,20,0,410,0,25,0,0
20140605141929,2014,"Oregon","Less than $5,000","No",61,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",60,0,0,130,0,140,0,455,0,122,20,0,425,0,88,0,0
20140605141935,2014,"Alabama","$75,000 to $99,999","Yes",36,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",360,0,0,120,0,55,0,660,0,0,10,0,195,0,40,0,0
20140605141937,2014,"Texas","$35,000 to $39,999","No",74,"Male","White only","NIU (Not in universe)","Employed - at work","Part time",0,5,0,45,12,185,0,625,0,0,0,88,168,0,166,0,140
20140605141939,2014,"Arizona","$35,000 to $39,999","No",60,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,150,0,25,0,530,0,0,0,0,360,120,25,0,110
20140605141941,2014,"Montana","$10,000 to $12,499","Yes",46,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,155,0,85,0,410,0,0,60,0,138,0,50,0,542
20140605141946,2014,"Michigan","$25,000 to $29,999","No",60,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,75,0,60,0,60,0,855,0,0,0,0,350,0,40,0,0
20140605141949,2014,"Missouri","$75,000 to $99,999","Yes",16,"Female","White only","Not enrolled","Employed - at work","Part time",0,40,0,45,0,45,0,555,0,0,90,0,50,0,380,0,205
20140605141963,2014,"Utah","$60,000 to $74,999","Yes",50,"Female","White only","NIU (Not in universe)","Employed - absent","Full time",0,0,0,24,0,100,0,546,0,170,5,0,290,0,80,180,45
20140605141964,2014,"Ohio","$15,000 to $19,999","Yes",44,"Male","White only","Not enrolled","Employed - at work","Full time",505,0,0,42,0,0,0,365,0,0,3,0,40,0,36,0,449
20140605141965,2014,"Florida","$20,000 to $24,999","No",80,"Female","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,60,0,180,0,490,0,0,10,0,660,0,40,0,0
20140605141966,2014,"Alabama","$10,000 to $12,499","No",60,"Female","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,5,0,15,0,745,0,0,20,205,335,0,115,0,0
20140605141967,2014,"Texas","$15,000 to $19,999","No",52,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,0,0,0,0,450,0,0,0,0,0,120,60,0,810
20140605141975,2014,"North Dakota","$75,000 to $99,999","No",36,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,60,0,205,0,510,0,0,60,0,430,0,175,0,0
20140605141977,2014,"Wisconsin","$35,000 to $39,999","No",85,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,35,0,45,0,540,60,0,0,0,760,0,0,0,0
20140605141978,2014,"Pennsylvania","$60,000 to $74,999","No",64,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,80,0,40,0,255,0,640,0,0,0,0,405,0,20,0,0
20140605141979,2014,"Kentucky","$30,000 to $34,999","No",76,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,125,0,0,0,700,0,0,45,0,515,0,55,0,0
20140605141984,2014,"Florida","$50,000 to $59,999","No",60,"Female","White only","NIU (Not in universe)","Employed - at work","Part time",0,0,0,15,0,220,0,640,0,0,30,0,45,0,70,0,420
20140605141986,2014,"Nevada","$100,000 to $149,999","Yes",46,"Female","White-Black","Not enrolled","Employed - at work","Full time",22,0,0,25,0,0,0,535,0,0,20,0,0,60,119,0,659
20140605141989,2014,"Oregon","$50,000 to $59,999","Yes",44,"Male","White only","Not enrolled","Employed - at work","Full time",32,0,0,30,0,50,225,585,0,0,45,0,381,0,92,0,0
20140605141990,2014,"Washington","$75,000 to $99,999","No",33,"Female","Asian only","Not enrolled","Unemployed - looking","NIU (Not in universe)",0,0,0,55,0,180,0,635,0,0,60,0,30,60,40,0,380
20140605141992,2014,"Iowa","$50,000 to $59,999","Yes",30,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,38,0,120,0,405,0,0,10,0,153,0,52,0,662
20140605141999,2014,"Texas","$60,000 to $74,999","No",77,"Female","White only","NIU (Not in universe)","Employed - at work","Part time",0,0,0,33,0,95,0,577,0,0,15,0,377,0,73,0,270
20140605142002,2014,"Connecticut","$40,000 to $49,999","No",58,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",10,225,0,85,0,270,0,560,0,0,75,0,120,0,95,0,0
20140605142003,2014,"Minnesota","$75,000 to $99,999","No",56,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,135,0,0,0,500,0,0,0,0,65,90,40,0,610
20140605142005,2014,"Illinois","$10,000 to $12,499","Yes",41,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",395,0,0,85,0,210,0,605,0,0,0,0,90,0,55,0,0
20140605142006,2014,"Florida","$150,000 and over","Yes",36,"Male","White only","Not enrolled","Employed - at work","Full time",10,0,0,75,0,0,0,563,0,0,60,0,30,0,42,0,630
