"state","fam_income","race","age","sex","emp","fullpart","work","travel","household","pcare","leisure","race.new","income.new"
"Colorado","$25,000 to $29,999","White only",18,"Male","Employed - at work","Part time",0,3,75,435,822,"White only","$25k-$50k"
"Ohio","$50,000 to $59,999","White only",41,"Male","Employed - at work","Full time",0,68,45,540,512,"White only","$50k-$75k"
"Michigan","$100,000 to $149,999","Asian only",37,"Female","Employed - at work","Full time",0,0,295,725,180,"Asian only","$100k+"
"Virginia","$100,000 to $149,999","Asian only",41,"Male","Employed - at work","Full time",630,155,0,290,150,"Asian only","$100k+"
"New Jersey","$75,000 to $99,999","White only",44,"Female","Employed - at work","Part time",245,81,30,265,160,"White only","$75k-$100k"
"South Carolina","$100,000 to $149,999","White only",18,"Male","Employed - at work","Part time",135,130,5,500,340,"White only","$100k+"
"Idaho","$15,000 to $19,999","White only",45,"Male","Employed - at work","Full time",0,55,215,673,105,"White only","Below $25k"
"Kansas","$15,000 to $19,999","White only",38,"Female","Employed - at work","Full time",0,65,120,655,165,"White only","Below $25k"
"North Carolina","$60,000 to $74,999","Asian only",35,"Female","Employed - at work","Full time",0,110,125,863,180,"Asian only","$50k-$75k"
"Arkansas","$20,000 to $24,999","White only",44,"Female","Employed - at work","Full time",490,10,95,542,258,"White only","Below $25k"
"California","$60,000 to $74,999","White only",43,"Male","Employed - at work","Part time",436,38,145,385,138,"White only","$50k-$75k"
"Kansas","$10,000 to $12,499","White only",36,"Male","Employed - at work","Full time",390,0,0,450,285,"White only","Below $25k"
"Iowa","$50,000 to $59,999","White only",27,"Male","Employed - at work","Full time",450,180,185,495,0,"White only","$50k-$75k"
"California","$20,000 to $24,999","Black-American Indian",46,"Male","Employed - at work","Part time",375,0,0,600,465,"Mixed/Other","Below $25k"
"Texas","Less than $5,000","White only",25,"Female","Employed - at work","Part time",0,0,90,960,330,"White only","Below $25k"
"New Jersey","$100,000 to $149,999","White only",27,"Female","Employed - at work","Part time",0,85,375,530,0,"White only","$100k+"
"Iowa","$50,000 to $59,999","White-American Indian",42,"Female","Employed - at work","Full time",180,140,195,480,312,"Mixed/Other","$50k-$75k"
"California","$35,000 to $39,999","White only",21,"Female","Employed - at work","Part time",360,130,30,540,220,"White only","$25k-$50k"
"Oklahoma","$60,000 to $74,999","White only",40,"Female","Employed - at work","Full time",0,140,10,660,375,"White only","$50k-$75k"
"Delaware","$100,000 to $149,999","White only",37,"Female","Employed - at work","Full time",574,61,35,490,135,"White only","$100k+"
"Pennsylvania","$60,000 to $74,999","White only",29,"Male","Employed - at work","Full time",30,110,105,675,240,"White only","$50k-$75k"
"Louisiana","$20,000 to $24,999","White only",29,"Female","Employed - at work","Full time",0,20,192,539,90,"White only","Below $25k"
"Virginia","$150,000 and over","White only",35,"Male","Employed - at work","Full time",479,102,15,459,140,"White only","$100k+"
"Oklahoma","$50,000 to $59,999","White only",35,"Female","Employed - at work","Full time",500,20,0,420,470,"White only","$50k-$75k"
"Utah","$50,000 to $59,999","White only",32,"Female","Employed - at work","Full time",520,20,0,765,45,"White only","$50k-$75k"
"Rhode Island","$75,000 to $99,999","White only",39,"Male","Employed - at work","Full time",548,65,50,540,205,"White only","$75k-$100k"
"Minnesota","$150,000 and over","White only",37,"Male","Employed - at work","Full time",587,105,30,495,60,"White only","$100k+"
"New Jersey","$100,000 to $149,999","White only",40,"Male","Employed - at work","Full time",0,70,300,610,235,"White only","$100k+"
"Arkansas","$100,000 to $149,999","White only",29,"Female","Employed - at work","Full time",0,39,267,465,315,"White only","$100k+"
"Illinois","$25,000 to $29,999","White only",43,"Female","Employed - at work","Full time",469,66,5,557,315,"White only","$25k-$50k"
"Oregon","$75,000 to $99,999","White only",36,"Female","Employed - at work","Full time",420,156,65,435,294,"White only","$75k-$100k"
"Montana","$60,000 to $74,999","Black only",38,"Female","Employed - at work","Full time",525,71,70,570,45,"Black only","$50k-$75k"
"California","$60,000 to $74,999","White only",26,"Female","Employed - at work","Full time",467,88,90,665,75,"White only","$50k-$75k"
"Minnesota","$50,000 to $59,999","White only",22,"Female","Employed - at work","Full time",555,30,0,510,255,"White only","$50k-$75k"
"Texas","$75,000 to $99,999","White only",28,"Male","Employed - at work","Full time",480,90,15,540,65,"White only","$75k-$100k"
"Kansas","$25,000 to $29,999","White only",37,"Male","Employed - at work","Full time",1050,35,0,345,0,"White only","$25k-$50k"
"Arizona","$60,000 to $74,999","Asian only",43,"Female","Employed - at work","Full time",0,78,51,610,216,"Asian only","$50k-$75k"
"Texas","$75,000 to $99,999","Asian only",37,"Female","Employed - at work","Part time",180,80,0,580,275,"Asian only","$75k-$100k"
"Oregon","$100,000 to $149,999","White only",36,"Female","Employed - at work","Full time",0,30,160,665,325,"White only","$100k+"
"Mississippi","$40,000 to $49,999","White only",36,"Female","Employed - at work","Full time",0,50,190,570,75,"White only","$25k-$50k"
"New Jersey","$100,000 to $149,999","Asian only",34,"Female","Employed - at work","Full time",675,205,0,500,0,"Asian only","$100k+"
"Louisiana","$25,000 to $29,999","White only",27,"Male","Employed - at work","Full time",840,60,0,435,90,"White only","$25k-$50k"
"Illinois","$25,000 to $29,999","White-Asian",23,"Male","Employed - at work","Part time",315,60,0,570,360,"Mixed/Other","$25k-$50k"
"Tennessee","$50,000 to $59,999","White only",19,"Female","Employed - at work","Full time",340,70,30,730,180,"White only","$50k-$75k"
"Illinois","$75,000 to $99,999","White only",48,"Male","Employed - at work","Full time",0,255,30,525,390,"White only","$75k-$100k"
"Illinois","$35,000 to $39,999","White only",39,"Male","Employed - at work","Full time",615,180,50,180,150,"White only","$25k-$50k"
"Texas","$150,000 and over","White only",15,"Female","Employed - absent","Part time",0,85,218,543,251,"White only","$100k+"
"Georgia","$60,000 to $74,999","White only",20,"Male","Employed - at work","Full time",346,289,90,512,120,"White only","$50k-$75k"
"Kentucky","$12,500 to $14,999","White only",37,"Male","Employed - at work","Full time",60,80,240,230,739,"White only","Below $25k"
"Pennsylvania","$40,000 to $49,999","White only",40,"Female","Employed - at work","Full time",0,0,490,495,455,"White only","$25k-$50k"
"Oklahoma","$50,000 to $59,999","White only",45,"Female","Employed - at work","Full time",535,28,30,565,212,"White only","$50k-$75k"
"New Jersey","$40,000 to $49,999","White only",22,"Female","Employed - at work","Full time",120,180,159,440,393,"White only","$25k-$50k"
"Kansas","$12,500 to $14,999","Asian only",23,"Female","Employed - at work","Full time",0,0,45,725,360,"Asian only","Below $25k"
"Louisiana","$75,000 to $99,999","White only",48,"Male","Employed - at work","Full time",0,190,45,555,410,"White only","$75k-$100k"
"Colorado","$60,000 to $74,999","White only",36,"Male","Employed - at work","Full time",365,30,0,540,90,"White only","$50k-$75k"
"Arizona","$20,000 to $24,999","White only",45,"Male","Employed - at work","Full time",335,110,0,510,425,"White only","Below $25k"
"Florida","$10,000 to $12,499","White only",27,"Male","Employed - at work","Full time",540,83,20,637,0,"White only","Below $25k"
"Texas","$150,000 and over","White only",40,"Male","Employed - at work","Full time",620,110,0,450,170,"White only","$100k+"
"Minnesota","$15,000 to $19,999","White only",46,"Male","Employed - at work","Part time",235,160,32,662,225,"White only","Below $25k"
"New York","$75,000 to $99,999","White only",32,"Female","Employed - at work","Full time",405,65,0,630,110,"White only","$75k-$100k"
"Washington","$50,000 to $59,999","White only",42,"Male","Employed - at work","Full time",0,0,330,600,410,"White only","$50k-$75k"
"Iowa","$25,000 to $29,999","White only",45,"Female","Employed - at work","Full time",0,75,290,730,260,"White only","$25k-$50k"
"Missouri","$100,000 to $149,999","White only",48,"Male","Employed - at work","Full time",0,120,120,675,240,"White only","$100k+"
"Michigan","$20,000 to $24,999","White only",39,"Male","Employed - at work","Full time",0,30,70,810,390,"White only","Below $25k"
"North Dakota","$35,000 to $39,999","American Indian, Alaskan Native",48,"Male","Employed - at work","Full time",0,257,50,570,343,"Mixed/Other","$25k-$50k"
"Pennsylvania","$75,000 to $99,999","White only",30,"Female","Employed - at work","Full time",1140,20,0,200,0,"White only","$75k-$100k"
"Virginia","$150,000 and over","White only",47,"Male","Employed - at work","Full time",640,90,15,595,40,"White only","$100k+"
"Pennsylvania","$50,000 to $59,999","White only",28,"Female","Employed - at work","Full time",520,230,45,475,70,"White only","$50k-$75k"
"California","$150,000 and over","Asian only",42,"Female","Employed - at work","Full time",458,137,60,510,65,"Asian only","$100k+"
"California","$35,000 to $39,999","White only",28,"Male","Employed - at work","Full time",480,109,0,400,292,"White only","$25k-$50k"
"Alabama","$30,000 to $34,999","White only",36,"Male","Employed - at work","Part time",60,0,4,496,840,"White only","$25k-$50k"
"Ohio","$100,000 to $149,999","Asian only",38,"Male","Employed - at work","Full time",0,70,225,640,120,"Asian only","$100k+"
"Illinois","$150,000 and over","White only",32,"Male","Employed - at work","Full time",5,110,380,635,160,"White only","$100k+"
"Illinois","$75,000 to $99,999","White only",48,"Male","Employed - at work","Full time",0,129,80,418,696,"White only","$75k-$100k"
"New York","$7,500 to $9,999","White only",46,"Female","Employed - at work","Full time",595,90,90,525,0,"White only","Below $25k"
"Michigan","$60,000 to $74,999","White only",29,"Female","Employed - at work","Part time",0,24,34,585,306,"White only","$50k-$75k"
"Louisiana","$40,000 to $49,999","Black only",47,"Male","Employed - at work","Full time",0,0,420,660,300,"Black only","$25k-$50k"
"Georgia","$40,000 to $49,999","White only",32,"Female","Employed - at work","Part time",0,32,320,630,308,"White only","$25k-$50k"
"Nevada","$50,000 to $59,999","White only",27,"Male","Employed - at work","Full time",0,105,0,470,510,"White only","$50k-$75k"
"Texas","$30,000 to $34,999","White only",46,"Female","Employed - at work","Part time",0,10,5,660,695,"White only","$25k-$50k"
"South Carolina","$60,000 to $74,999","Black only",44,"Female","Employed - at work","Full time",0,149,30,678,489,"Black only","$50k-$75k"
"Indiana","$75,000 to $99,999","White only",27,"Female","Employed - at work","Part time",525,70,60,430,120,"White only","$75k-$100k"
"Pennsylvania","$75,000 to $99,999","White only",47,"Male","Employed - at work","Full time",170,64,366,360,140,"White only","$75k-$100k"
"California","$75,000 to $99,999","Asian only",30,"Male","Employed - at work","Full time",430,60,20,530,145,"Asian only","$75k-$100k"
"Texas","$40,000 to $49,999","White only",24,"Female","Employed - at work","Full time",480,30,100,570,225,"White only","$25k-$50k"
"Missouri","$50,000 to $59,999","White only",26,"Male","Employed - at work","Full time",659,50,10,480,90,"White only","$50k-$75k"
"Washington","$60,000 to $74,999","White only",41,"Female","Employed - at work","Full time",7,48,375,480,462,"White only","$50k-$75k"
"Texas","$50,000 to $59,999","Black only",36,"Female","Employed - at work","Full time",120,125,10,885,120,"Black only","$50k-$75k"
"Pennsylvania","$100,000 to $149,999","White only",30,"Female","Employed - at work","Full time",720,100,60,445,60,"White only","$100k+"
"Texas","$20,000 to $24,999","White only",49,"Female","Employed - at work","Full time",612,39,89,485,95,"White only","Below $25k"
"Kansas","$75,000 to $99,999","White only",34,"Male","Employed - at work","Full time",479,65,86,542,132,"White only","$75k-$100k"
"Pennsylvania","$60,000 to $74,999","Black only",40,"Female","Employed - at work","Full time",2,30,320,488,450,"Black only","$50k-$75k"
"California","$50,000 to $59,999","White only",42,"Male","Employed - at work","Full time",15,71,35,690,513,"White only","$50k-$75k"
"Oregon","$75,000 to $99,999","White only",48,"Female","Employed - at work","Full time",422,114,85,495,130,"White only","$75k-$100k"
"Minnesota","$100,000 to $149,999","White only",35,"Male","Employed - at work","Full time",0,0,930,480,0,"White only","$100k+"
"Michigan","$100,000 to $149,999","White only",49,"Female","Employed - at work","Full time",450,60,120,510,150,"White only","$100k+"
"Florida","$50,000 to $59,999","White only",41,"Female","Employed - at work","Full time",520,77,120,450,60,"White only","$50k-$75k"
"Illinois","$40,000 to $49,999","White only",30,"Female","Employed - at work","Part time",430,102,75,555,213,"White only","$25k-$50k"
"Oklahoma","$75,000 to $99,999","White only",42,"Female","Employed - absent","Full time",0,20,45,535,585,"White only","$75k-$100k"
"Minnesota","$60,000 to $74,999","White only",46,"Male","Employed - at work","Full time",625,93,15,380,189,"White only","$50k-$75k"
"Florida","$60,000 to $74,999","White only",34,"Female","Employed - at work","Part time",180,75,130,470,230,"White only","$50k-$75k"
"Illinois","$40,000 to $49,999","Black only",45,"Male","Employed - at work","Full time",0,171,285,510,262,"Black only","$25k-$50k"
"Kentucky","$15,000 to $19,999","Black only",31,"Male","Employed - at work","Full time",0,100,120,660,395,"Black only","Below $25k"
"Pennsylvania","$15,000 to $19,999","Black only",41,"Female","Employed - at work","Full time",445,14,60,670,71,"Black only","Below $25k"
"Nevada","$30,000 to $34,999","White only",39,"Male","Employed - absent","Full time",0,0,510,450,405,"White only","$25k-$50k"
"Michigan","$40,000 to $49,999","White only",29,"Male","Employed - at work","Full time",603,34,37,546,170,"White only","$25k-$50k"
"Rhode Island","$30,000 to $34,999","White only",30,"Male","Employed - at work","Full time",0,0,95,520,435,"White only","$25k-$50k"
"Florida","$25,000 to $29,999","White only",34,"Female","Employed - at work","Part time",470,45,150,535,120,"White only","$25k-$50k"
"Pennsylvania","$60,000 to $74,999","White only",45,"Male","Employed - at work","Full time",30,70,0,540,355,"White only","$50k-$75k"
"California","$35,000 to $39,999","White only",22,"Female","Employed - at work","Part time",495,10,40,540,315,"White only","$25k-$50k"
"Virginia","$75,000 to $99,999","White only",17,"Male","Employed - at work","Part time",255,75,0,634,430,"White only","$75k-$100k"
"Indiana","$60,000 to $74,999","White only",41,"Male","Employed - at work","Full time",450,465,15,320,0,"White only","$50k-$75k"
"Pennsylvania","$50,000 to $59,999","White only",34,"Male","Employed - at work","Full time",645,45,60,480,140,"White only","$50k-$75k"
"California","$150,000 and over","White only",24,"Male","Employed - at work","Part time",581,109,0,365,55,"White only","$100k+"
"Ohio","$75,000 to $99,999","White only",39,"Female","Employed - absent","Full time",0,100,100,570,230,"White only","$75k-$100k"
"Michigan","$75,000 to $99,999","White only",45,"Female","Employed - at work","Full time",525,60,0,585,150,"White only","$75k-$100k"
"Massachusetts","$150,000 and over","White only",42,"Female","Employed - at work","Full time",684,46,25,540,0,"White only","$100k+"
"Washington","$60,000 to $74,999","White only",32,"Male","Employed - at work","Full time",0,60,330,500,0,"White only","$50k-$75k"
"Pennsylvania","$60,000 to $74,999","White only",34,"Female","Employed - at work","Full time",0,38,40,597,372,"White only","$50k-$75k"
"South Carolina","$15,000 to $19,999","White only",41,"Female","Employed - at work","Full time",0,40,60,810,350,"White only","Below $25k"
"Indiana","$75,000 to $99,999","White only",43,"Male","Employed - at work","Full time",0,20,180,675,505,"White only","$75k-$100k"
"Florida","$20,000 to $24,999","White only",30,"Male","Employed - at work","Part time",0,104,0,648,290,"White only","Below $25k"
"Illinois","$50,000 to $59,999","White only",17,"Female","Employed - at work","Part time",345,35,60,555,390,"White only","$50k-$75k"
"California","$150,000 and over","White only",42,"Male","Employed - at work","Full time",635,135,0,435,120,"White only","$100k+"
"Texas","$12,500 to $14,999","White only",32,"Female","Employed - at work","Full time",445,70,35,610,68,"White only","Below $25k"
"Kansas","$40,000 to $49,999","White only",38,"Male","Employed - at work","Full time",465,75,195,555,90,"White only","$25k-$50k"
"Connecticut","$100,000 to $149,999","White only",47,"Female","Employed - at work","Part time",0,25,75,705,380,"White only","$100k+"
"Florida","$100,000 to $149,999","White only",35,"Female","Employed - at work","Full time",755,50,0,480,80,"White only","$100k+"
"Colorado","$75,000 to $99,999","White only",36,"Female","Employed - at work","Full time",515,83,25,537,120,"White only","$75k-$100k"
"New Mexico","Less than $5,000","White only",49,"Male","Employed - at work","Full time",760,60,15,495,60,"White only","Below $25k"
"California","$100,000 to $149,999","White only",31,"Female","Employed - at work","Part time",384,24,165,528,195,"White only","$100k+"
"Florida","$150,000 and over","White only",25,"Male","Employed - at work","Full time",495,42,0,608,170,"White only","$100k+"
"Minnesota","$60,000 to $74,999","White only",49,"Female","Employed - at work","Part time",0,30,180,525,645,"White only","$50k-$75k"
"New Mexico","$30,000 to $34,999","White only",31,"Female","Employed - at work","Part time",363,21,45,791,20,"White only","$25k-$50k"
"West Virginia","$75,000 to $99,999","White only",31,"Male","Employed - at work","Full time",540,85,70,570,60,"White only","$75k-$100k"
"Maryland","$20,000 to $24,999","White only",42,"Male","Employed - at work","Part time",795,65,10,450,65,"White only","Below $25k"
"New Hampshire","$40,000 to $49,999","White only",45,"Male","Employed - at work","Full time",0,165,85,475,565,"White only","$25k-$50k"
"North Carolina","$75,000 to $99,999","White only",17,"Female","Employed - at work","Part time",160,50,105,780,290,"White only","$75k-$100k"
"New Jersey","$150,000 and over","White only",44,"Male","Employed - at work","Full time",525,175,20,420,95,"White only","$100k+"
"California","$60,000 to $74,999","White only",45,"Male","Employed - at work","Full time",675,100,0,484,120,"White only","$50k-$75k"
"Minnesota","$100,000 to $149,999","White only",47,"Female","Employed - at work","Part time",485,54,190,351,255,"White only","$100k+"
"California","$25,000 to $29,999","White only",34,"Female","Employed - at work","Part time",125,50,172,570,15,"White only","$25k-$50k"
"Florida","$5,000 to $7,499","White only",49,"Female","Employed - at work","Full time",475,35,135,580,170,"White only","Below $25k"
"Kansas","$150,000 and over","White only",34,"Male","Employed - at work","Full time",580,40,15,490,145,"White only","$100k+"
"Texas","$75,000 to $99,999","White only",44,"Male","Employed - at work","Full time",600,90,30,490,60,"White only","$75k-$100k"
"Illinois","$100,000 to $149,999","White only",46,"Female","Employed - at work","Full time",440,64,30,620,218,"White only","$100k+"
"Michigan","$150,000 and over","White only",48,"Male","Employed - at work","Full time",0,0,570,555,255,"White only","$100k+"
"Michigan","$50,000 to $59,999","White only",41,"Female","Employed - at work","Full time",380,125,0,455,480,"White only","$50k-$75k"
"Arizona","$30,000 to $34,999","White only",47,"Male","Employed - at work","Full time",660,120,0,420,180,"White only","$25k-$50k"
"Virginia","$75,000 to $99,999","White only",32,"Female","Employed - absent","Full time",0,20,185,1017,10,"White only","$75k-$100k"
"California","$75,000 to $99,999","White only",37,"Female","Employed - at work","Full time",0,0,238,610,332,"White only","$75k-$100k"
"Arizona","$10,000 to $12,499","White only",46,"Male","Employed - at work","Full time",0,10,315,514,427,"White only","Below $25k"
"South Carolina","$75,000 to $99,999","White only",40,"Female","Employed - absent","Full time",0,215,350,585,200,"White only","$75k-$100k"
"New Hampshire","$75,000 to $99,999","White only",43,"Male","Employed - at work","Full time",0,0,225,670,525,"White only","$75k-$100k"
"California","$150,000 and over","Asian only",48,"Male","Employed - at work","Full time",120,50,275,720,170,"Asian only","$100k+"
"California","$40,000 to $49,999","White only",23,"Male","Employed - at work","Part time",0,75,280,785,150,"White only","$25k-$50k"
"California","$40,000 to $49,999","Asian only",30,"Male","Employed - at work","Full time",30,250,0,530,420,"Asian only","$25k-$50k"
"Virginia","$35,000 to $39,999","White only",31,"Male","Employed - at work","Full time",0,0,270,600,320,"White only","$25k-$50k"
"Texas","$100,000 to $149,999","White-Asian-Hawaiian",33,"Female","Employed - at work","Full time",0,45,95,535,150,"Mixed/Other","$100k+"
"Alabama","$35,000 to $39,999","Black only",39,"Male","Employed - at work","Part time",0,40,40,717,360,"Black only","$25k-$50k"
"New York","$35,000 to $39,999","Asian only",35,"Female","Employed - at work","Full time",540,153,15,452,185,"Asian only","$25k-$50k"
"Texas","$25,000 to $29,999","Black only",24,"Male","Employed - at work","Full time",683,32,30,565,90,"Black only","$25k-$50k"
"New York","$75,000 to $99,999","White only",20,"Female","Employed - at work","Part time",485,40,0,400,510,"White only","$75k-$100k"
"Texas","$20,000 to $24,999","White only",32,"Male","Employed - at work","Full time",0,10,145,390,0,"White only","Below $25k"
"Virginia","$150,000 and over","White only",33,"Female","Employed - at work","Full time",463,39,15,540,140,"White only","$100k+"
"Florida","$150,000 and over","White only",21,"Male","Employed - at work","Full time",510,180,0,540,210,"White only","$100k+"
"Pennsylvania","$60,000 to $74,999","White only",37,"Female","Employed - at work","Full time",0,10,105,625,520,"White only","$50k-$75k"
"Washington","$60,000 to $74,999","White only",25,"Male","Employed - at work","Full time",295,161,0,574,160,"White only","$50k-$75k"
"Michigan","$35,000 to $39,999","White only",32,"Male","Employed - at work","Full time",670,33,0,395,215,"White only","$25k-$50k"
"Texas","$35,000 to $39,999","Black only",43,"Female","Employed - at work","Part time",10,11,377,600,314,"Black only","$25k-$50k"
"Pennsylvania","$25,000 to $29,999","White only",38,"Male","Employed - at work","Full time",485,70,120,525,155,"White only","$25k-$50k"
"Wisconsin","$75,000 to $99,999","White only",39,"Male","Employed - at work","Full time",0,45,120,800,420,"White only","$75k-$100k"
"Florida","$25,000 to $29,999","White only",38,"Male","Employed - at work","Full time",0,96,0,570,654,"White only","$25k-$50k"
"Florida","$30,000 to $34,999","White only",40,"Male","Employed - at work","Full time",630,120,30,540,60,"White only","$25k-$50k"
"Oklahoma","$35,000 to $39,999","White only",25,"Male","Employed - at work","Full time",0,25,30,660,525,"White only","$25k-$50k"
"California","$40,000 to $49,999","White only",31,"Male","Employed - at work","Full time",0,30,0,705,685,"White only","$25k-$50k"
"Tennessee","$25,000 to $29,999","Black only",39,"Male","Employed - at work","Full time",245,70,30,790,275,"Black only","$25k-$50k"
"California","$25,000 to $29,999","White only",41,"Male","Employed - at work","Full time",570,50,0,500,210,"White only","$25k-$50k"
"Illinois","$10,000 to $12,499","Black only",35,"Female","Employed - at work","Part time",0,87,440,510,48,"Black only","Below $25k"
"Georgia","$30,000 to $34,999","Black only",26,"Female","Employed - at work","Full time",469,58,45,667,80,"Black only","$25k-$50k"
"Massachusetts","$60,000 to $74,999","Black only",33,"Male","Employed - at work","Full time",639,231,0,350,100,"Black only","$50k-$75k"
"Alabama","$75,000 to $99,999","White only",47,"Female","Employed - at work","Full time",540,75,50,565,70,"White only","$75k-$100k"
"New York","$150,000 and over","White only",44,"Male","Employed - at work","Full time",465,75,45,580,30,"White only","$100k+"
"Maryland","$150,000 and over","White only",30,"Female","Employed - at work","Full time",455,145,10,595,0,"White only","$100k+"
"Texas","$100,000 to $149,999","Asian only",43,"Male","Employed - at work","Full time",0,325,160,455,225,"Asian only","$100k+"
"Kansas","$100,000 to $149,999","White only",46,"Male","Employed - at work","Full time",440,10,30,460,365,"White only","$100k+"
"Arizona","$12,500 to $14,999","White only",32,"Male","Employed - at work","Part time",0,20,105,450,445,"White only","Below $25k"
"Pennsylvania","$40,000 to $49,999","White only",33,"Male","Employed - at work","Full time",465,50,20,535,300,"White only","$25k-$50k"
"Wisconsin","$75,000 to $99,999","White only",38,"Female","Employed - at work","Part time",0,200,0,660,290,"White only","$75k-$100k"
"New York","$150,000 and over","Asian only",38,"Female","Employed - at work","Full time",40,0,495,330,180,"Asian only","$100k+"
"California","$7,500 to $9,999","White only",29,"Female","Employed - at work","Full time",545,70,0,555,225,"White only","Below $25k"
"Wisconsin","$75,000 to $99,999","White only",15,"Male","Employed - at work","Part time",90,35,15,753,393,"White only","$75k-$100k"
"Illinois","$75,000 to $99,999","White-Black",30,"Male","Employed - at work","Full time",0,0,180,960,270,"Mixed/Other","$75k-$100k"
"Texas","$35,000 to $39,999","White only",31,"Female","Employed - at work","Full time",60,162,15,540,388,"White only","$25k-$50k"
"California","$40,000 to $49,999","White only",36,"Female","Employed - at work","Full time",0,0,375,630,285,"White only","$25k-$50k"
"Louisiana","$100,000 to $149,999","White only",44,"Male","Employed - at work","Full time",650,112,19,466,85,"White only","$100k+"
"Michigan","$50,000 to $59,999","White only",34,"Male","Employed - at work","Full time",285,0,165,720,210,"White only","$50k-$75k"
"South Dakota","$40,000 to $49,999","White only",37,"Female","Employed - at work","Part time",0,0,450,550,220,"White only","$25k-$50k"
"Idaho","$75,000 to $99,999","White-Hawaiian",32,"Male","Employed - at work","Full time",568,24,5,170,643,"Mixed/Other","$75k-$100k"
"Mississippi","$75,000 to $99,999","White-American Indian",33,"Female","Employed - at work","Part time",0,50,160,868,235,"Mixed/Other","$75k-$100k"
"Iowa","$150,000 and over","White only",43,"Female","Employed - at work","Full time",128,70,282,510,120,"White only","$100k+"
"Texas","$100,000 to $149,999","White only",36,"Female","Employed - absent","Full time",0,85,40,580,550,"White only","$100k+"
"Idaho","$7,500 to $9,999","White only",41,"Female","Employed - at work","Full time",0,90,30,475,385,"White only","Below $25k"
"Minnesota","$150,000 and over","White only",30,"Female","Employed - at work","Full time",0,20,45,540,590,"White only","$100k+"
"South Carolina","$25,000 to $29,999","White only",34,"Male","Employed - at work","Full time",217,54,55,556,433,"White only","$25k-$50k"
"Pennsylvania","$100,000 to $149,999","White only",29,"Female","Employed - at work","Full time",609,155,0,405,240,"White only","$100k+"
"Michigan","$100,000 to $149,999","White only",23,"Male","Employed - at work","Part time",440,215,0,455,199,"White only","$100k+"
"Indiana","$25,000 to $29,999","White only",41,"Male","Employed - at work","Full time",595,60,0,515,240,"White only","$25k-$50k"
"Kansas","$60,000 to $74,999","White only",28,"Male","Employed - at work","Full time",0,100,30,602,298,"White only","$50k-$75k"
"Texas","$75,000 to $99,999","White only",33,"Male","Employed - at work","Full time",390,50,60,640,165,"White only","$75k-$100k"
"Iowa","$75,000 to $99,999","White only",49,"Male","Employed - at work","Full time",15,0,450,450,420,"White only","$75k-$100k"
"New York","$40,000 to $49,999","White only",27,"Female","Employed - at work","Full time",0,155,10,695,160,"White only","$25k-$50k"
"Virginia","$75,000 to $99,999","White only",37,"Female","Employed - at work","Full time",0,0,75,750,480,"White only","$75k-$100k"
"Colorado","$60,000 to $74,999","White only",34,"Female","Employed - at work","Full time",0,60,290,550,500,"White only","$50k-$75k"
"Wisconsin","$75,000 to $99,999","White only",38,"Female","Employed - at work","Full time",0,30,24,450,888,"White only","$75k-$100k"
"California","$150,000 and over","White only",33,"Male","Employed - at work","Full time",590,100,0,510,120,"White only","$100k+"
"Indiana","$75,000 to $99,999","White only",22,"Male","Employed - at work","Part time",30,47,25,510,650,"White only","$75k-$100k"
"South Carolina","$50,000 to $59,999","White only",31,"Female","Employed - at work","Part time",0,16,320,705,230,"White only","$50k-$75k"
"South Carolina","$150,000 and over","White only",45,"Female","Employed - at work","Full time",0,0,330,510,330,"White only","$100k+"
"California","$150,000 and over","Asian only",48,"Male","Employed - at work","Full time",120,120,140,473,420,"Asian only","$100k+"
"Iowa","$75,000 to $99,999","White only",34,"Male","Employed - at work","Full time",656,44,15,480,170,"White only","$75k-$100k"
"Kansas","$25,000 to $29,999","White only",34,"Female","Employed - at work","Full time",0,20,170,555,430,"White only","$25k-$50k"
"Kentucky","$15,000 to $19,999","White only",47,"Male","Employed - at work","Full time",728,145,35,337,60,"White only","Below $25k"
"Florida","$40,000 to $49,999","White only",27,"Female","Employed - at work","Full time",440,60,0,675,45,"White only","$25k-$50k"
"Utah","$12,500 to $14,999","White only",25,"Female","Employed - at work","Part time",0,65,80,450,715,"White only","Below $25k"
"Connecticut","$100,000 to $149,999","White only",21,"Male","Employed - at work","Full time",0,20,10,440,950,"White only","$100k+"
"Colorado","$75,000 to $99,999","White only",43,"Female","Employed - at work","Full time",0,720,0,150,0,"White only","$75k-$100k"
"Mississippi","$100,000 to $149,999","White only",17,"Female","Employed - at work","Part time",30,120,60,480,355,"White only","$100k+"
"Florida","$75,000 to $99,999","White only",16,"Male","Employed - at work","Part time",317,159,10,497,362,"White only","$75k-$100k"
"Nebraska","$35,000 to $39,999","White only",34,"Male","Employed - at work","Full time",0,48,90,789,376,"White only","$25k-$50k"
"Pennsylvania","$50,000 to $59,999","White only",46,"Female","Employed - at work","Full time",459,160,84,510,85,"White only","$50k-$75k"
"Illinois","$40,000 to $49,999","White only",45,"Male","Employed - at work","Full time",0,0,335,645,415,"White only","$25k-$50k"
"California","$150,000 and over","Black only",20,"Male","Employed - at work","Part time",0,22,120,663,530,"Black only","$100k+"
"California","$35,000 to $39,999","Asian only",29,"Male","Employed - at work","Full time",405,75,0,835,80,"Asian only","$25k-$50k"
