state,fam_income,race,age,sex,emp,fullpart,work,social,sports,pcare,educ,leisure
Pennsylvania,"$100,000 to $149,999",White only,29,Female,Employed - at work,Full time,609,240,0,405,0,240
New York,"$40,000 to $49,999",White only,27,Female,Employed - at work,Full time,0,160,0,695,0,160
California,"$150,000 and over",White only,33,Male,Employed - at work,Full time,590,90,30,510,0,120
Indiana,"$75,000 to $99,999",White only,22,Male,Employed - at work,Part time,30,650,0,510,0,650
South Carolina,"$150,000 and over",White only,45,Female,Employed - at work,Full time,0,210,120,510,0,330
Kentucky,"$15,000 to $19,999",White only,47,Male,Employed - at work,Full time,728,60,0,337,0,60
Connecticut,"$100,000 to $149,999",White only,21,Male,Employed - at work,Full time,0,950,0,440,0,950
Colorado,"$75,000 to $99,999",White only,43,Female,Employed - at work,Full time,0,0,0,150,0,0
Nebraska,"$35,000 to $39,999",White only,34,Male,Employed - at work,Full time,0,316,60,789,0,376
California,"$35,000 to $39,999",Asian only,29,Male,Employed - at work,Full time,405,80,0,835,0,80
Massachusetts,"$75,000 to $99,999",Asian only,40,Male,Employed - at work,Full time,15,240,0,600,0,240
Pennsylvania,"$100,000 to $149,999",Asian only,29,Male,Employed - at work,Full time,482,118,10,465,0,128
California,"$100,000 to $149,999",White only,49,Female,Employed - at work,Full time,0,115,0,477,0,115
California,"$60,000 to $74,999",White only,25,Male,Employed - at work,Full time,0,605,0,670,0,605
Illinois,"$60,000 to $74,999",White only,27,Male,Employed - at work,Full time,539,62,90,538,0,152
New York,"$50,000 to $59,999",White only,47,Male,Employed - at work,Full time,345,113,120,530,0,233
Colorado,"$60,000 to $74,999",White only,28,Female,Employed - at work,Full time,490,60,0,600,0,60
Georgia,"$5,000 to $7,499",White only,27,Female,Employed - at work,Full time,0,205,150,890,0,355
South Carolina,"$25,000 to $29,999",Black only,27,Female,Employed - at work,Full time,705,0,60,600,0,60
California,"$20,000 to $24,999",White only,28,Male,Employed - at work,Part time,0,415,90,570,0,505
Ohio,"$60,000 to $74,999",White only,48,Female,Employed - absent,Part time,0,130,0,660,0,130
Utah,"$10,000 to $12,499","American Indian, Alaskan Native",46,Male,Employed - at work,Full time,430,420,0,430,0,420
Georgia,"$75,000 to $99,999",White only,35,Male,Employed - at work,Full time,525,145,0,550,0,145
Massachusetts,"$100,000 to $149,999",White only,49,Female,Employed - at work,Full time,0,463,0,420,0,463
Nevada,"$40,000 to $49,999",White only,48,Female,Employed - at work,Full time,450,75,0,635,0,75
South Carolina,"$60,000 to $74,999",White only,26,Female,Employed - at work,Full time,0,195,60,830,0,255
Ohio,"$35,000 to $39,999",White only,25,Male,Employed - at work,Full time,405,162,0,570,0,162
Illinois,"$15,000 to $19,999",Black only,46,Male,Employed - at work,Part time,310,705,0,290,0,705
New York,"$100,000 to $149,999",White only,43,Male,Employed - at work,Full time,0,423,240,450,0,663
Maryland,"$10,000 to $12,499",White only,29,Male,Employed - at work,Full time,0,120,60,640,0,180
California,"$25,000 to $29,999",White only,27,Male,Employed - at work,Full time,607,167,0,540,0,167
California,"$20,000 to $24,999",White only,43,Male,Employed - at work,Part time,519,135,20,371,0,155
New York,"$50,000 to $59,999",Asian only,48,Female,Employed - at work,Full time,60,154,40,558,0,194
Florida,"$25,000 to $29,999",Black only,30,Male,Employed - at work,Full time,0,500,0,720,0,500
New Jersey,"$150,000 and over",White only,38,Male,Employed - at work,Full time,0,370,0,450,0,370
Nevada,"$50,000 to $59,999",White only,32,Male,Employed - at work,Part time,452,165,90,495,0,255
Ohio,"$60,000 to $74,999",White only,38,Female,Employed - at work,Full time,0,115,245,640,0,360
Minnesota,"$5,000 to $7,499",Black only,39,Male,Employed - at work,Full time,610,150,0,480,0,150
New York,"$75,000 to $99,999",White only,38,Male,Employed - at work,Full time,0,290,0,570,0,290
Ohio,"$20,000 to $24,999",White only,25,Male,Employed - at work,Full time,420,390,0,540,0,390
Colorado,"$60,000 to $74,999",White only,38,Female,Employed - at work,Full time,0,233,330,630,0,563
Minnesota,"$40,000 to $49,999",White only,42,Female,Employed - at work,Full time,0,420,0,718,0,420
Pennsylvania,"$150,000 and over",White only,30,Male,Employed - at work,Full time,0,385,0,745,0,385
New York,"$60,000 to $74,999",White only,37,Male,Employed - at work,Full time,530,150,0,524,0,150
South Carolina,"$35,000 to $39,999",White only,49,Female,Employed - at work,Full time,0,685,0,645,0,685
Iowa,"$100,000 to $149,999",White only,49,Male,Employed - at work,Full time,630,180,0,480,0,180
Texas,"$60,000 to $74,999",Black only,21,Male,Employed - at work,Part time,0,660,60,505,0,720
North Dakota,"$75,000 to $99,999",White only,36,Male,Employed - at work,Full time,0,430,0,510,0,430
Kentucky,"$5,000 to $7,499",White only,42,Male,Employed - at work,Part time,0,565,0,570,0,565
California,"$75,000 to $99,999",White only,25,Female,Employed - at work,Full time,542,85,0,583,0,85
Arizona,"$40,000 to $49,999",White only,28,Male,Employed - at work,Full time,465,150,0,780,0,150
Arkansas,"$35,000 to $39,999",White only,40,Male,Employed - at work,Full time,0,90,0,510,0,90
North Carolina,"$150,000 and over",White only,42,Male,Employed - at work,Full time,450,180,0,495,0,180
West Virginia,"$75,000 to $99,999",White only,39,Male,Employed - at work,Full time,480,300,0,470,0,300
Minnesota,"$40,000 to $49,999",White only,27,Male,Employed - at work,Full time,115,515,0,600,0,515
California,"$60,000 to $74,999",White only,48,Male,Employed - at work,Full time,535,300,0,545,0,300
Kansas,"$60,000 to $74,999",White only,24,Male,Employed - at work,Full time,0,240,240,840,0,480
New York,"$75,000 to $99,999",White only,32,Male,Employed - at work,Full time,30,540,240,480,0,780
Illinois,"$150,000 and over",White only,48,Male,Employed - at work,Full time,0,520,0,655,0,520
Louisiana,"$75,000 to $99,999",Black only,47,Male,Employed - at work,Full time,405,240,0,570,0,240
Nevada,"$35,000 to $39,999",White only,26,Male,Employed - at work,Full time,105,518,0,575,0,518
Oklahoma,"$60,000 to $74,999",Black only,47,Male,Employed - at work,Full time,0,755,0,600,0,755
Texas,"$100,000 to $149,999",White only,44,Female,Employed - at work,Full time,0,360,55,630,0,415
Tennessee,"$25,000 to $29,999",Black only,43,Female,Employed - at work,Full time,465,130,0,540,0,130
California,"$15,000 to $19,999",White only,35,Female,Employed - at work,Part time,430,245,0,690,0,245
New Jersey,"$100,000 to $149,999",White only,45,Male,Employed - at work,Full time,0,590,0,650,0,590
Minnesota,"$100,000 to $149,999",Black only,25,Female,Employed - at work,Part time,440,175,0,720,0,175
California,"$50,000 to $59,999",White only,32,Female,Employed - at work,Full time,590,0,0,520,0,0
Pennsylvania,"$100,000 to $149,999",White only,31,Male,Employed - at work,Full time,533,225,88,485,0,313
West Virginia,"$10,000 to $12,499",White only,24,Male,Employed - at work,Full time,0,220,240,570,0,460
Kentucky,"$20,000 to $24,999",White only,49,Male,Employed - at work,Full time,485,255,0,495,0,255
Wisconsin,"$75,000 to $99,999",White only,25,Male,Employed - at work,Full time,0,180,0,660,0,180
Kentucky,"$40,000 to $49,999",White only,48,Male,Employed - at work,Full time,425,179,0,540,0,179
Colorado,"$50,000 to $59,999",White only,44,Male,Employed - at work,Full time,525,235,0,660,0,235
Maryland,"$30,000 to $34,999",Black only,26,Male,Employed - at work,Full time,650,75,0,509,0,75
Michigan,"$50,000 to $59,999",Black only,46,Female,Employed - at work,Full time,15,305,0,630,0,305
Nebraska,"$35,000 to $39,999",White only,34,Male,Employed - at work,Full time,0,505,90,600,0,595
Pennsylvania,"$100,000 to $149,999",White only,29,Male,Employed - at work,Full time,40,30,270,595,0,300
Indiana,"$100,000 to $149,999",White only,48,Female,Employed - absent,Full time,0,320,0,600,0,320
Illinois,"$40,000 to $49,999",Asian only,30,Male,Employed - at work,Full time,540,20,0,690,0,20
Maryland,"$40,000 to $49,999",Black only,36,Female,Employed - at work,Full time,0,350,0,815,0,350
California,"$12,500 to $14,999",White only,46,Female,Employed - at work,Part time,720,120,0,360,0,120
Wisconsin,"$40,000 to $49,999",White only,29,Male,Employed - at work,Full time,495,180,0,445,0,180
Maryland,"$150,000 and over",White only,24,Female,Employed - at work,Full time,0,545,60,675,0,605
Michigan,"$75,000 to $99,999",Black only,44,Female,Employed - at work,Full time,0,285,0,725,0,285
Illinois,"$25,000 to $29,999",White only,28,Male,Employed - at work,Part time,633,130,0,550,0,130
Michigan,"$30,000 to $34,999",White only,28,Male,Employed - at work,Full time,240,195,0,720,0,195
Colorado,"$75,000 to $99,999",White only,37,Male,Employed - at work,Full time,600,60,0,480,0,60
Michigan,"$30,000 to $34,999",White only,45,Male,Employed - at work,Full time,0,27,0,265,0,27
Texas,"$50,000 to $59,999",White only,45,Female,Employed - at work,Full time,470,50,0,480,0,50
Minnesota,"$75,000 to $99,999",White only,32,Male,Employed - at work,Full time,360,310,0,600,0,310
Virginia,"$50,000 to $59,999",White only,44,Male,Employed - at work,Full time,600,240,0,440,0,240
Nevada,"$75,000 to $99,999",White only,29,Male,Employed - absent,Full time,0,700,120,470,0,820
California,"$12,500 to $14,999",White only,34,Male,Employed - at work,Full time,5,455,0,670,0,455
Oklahoma,"$50,000 to $59,999",White only,40,Male,Employed - at work,Full time,595,105,0,450,0,105
Texas,"$75,000 to $99,999",White only,30,Female,Employed - at work,Full time,490,120,0,525,0,120
Texas,"$25,000 to $29,999",White only,46,Female,Employed - at work,Full time,0,420,165,595,0,585
New York,"$150,000 and over",Black only,48,Female,Employed - at work,Full time,90,210,0,743,0,210
California,"$12,500 to $14,999",White only,48,Female,Employed - at work,Full time,425,180,0,525,0,180
Kansas,"$25,000 to $29,999",White only,47,Male,Employed - at work,Full time,0,421,0,450,0,421
Wisconsin,"$100,000 to $149,999",White only,34,Male,Employed - at work,Full time,810,0,150,450,0,150
South Dakota,"$75,000 to $99,999",White only,27,Female,Employed - at work,Full time,0,435,250,620,0,685
Arizona,"$50,000 to $59,999",White only,44,Male,Employed - at work,Full time,538,0,95,490,0,95
California,"$75,000 to $99,999",White only,36,Male,Employed - at work,Full time,550,60,0,510,0,60
Illinois,"$60,000 to $74,999",White only,26,Male,Employed - at work,Full time,255,415,0,530,0,415
Virginia,"$75,000 to $99,999",White only,24,Female,Employed - at work,Full time,0,290,0,660,0,290
Illinois,"$50,000 to $59,999",Asian only,36,Male,Employed - at work,Full time,500,150,0,600,0,150
Washington,"$100,000 to $149,999",White only,44,Female,Employed - at work,Part time,0,519,0,801,0,519
Alabama,"$25,000 to $29,999",White only,28,Male,Employed - at work,Full time,0,394,0,719,0,394
New York,"$35,000 to $39,999",White only,44,Male,Employed - at work,Full time,475,15,0,660,0,15
Georgia,"$100,000 to $149,999",Black only,43,Male,Employed - at work,Full time,595,0,0,730,0,0
Georgia,"$35,000 to $39,999",White only,47,Male,Employed - at work,Full time,0,200,0,570,0,200
Texas,"$100,000 to $149,999",White only,18,Female,Employed - at work,Part time,0,458,0,270,225,458
Ohio,"$30,000 to $34,999",White only,42,Male,Employed - absent,Full time,0,540,0,480,0,540
Minnesota,"$150,000 and over",White only,41,Male,Employed - at work,Full time,0,495,0,525,0,495
Arizona,"$40,000 to $49,999",White only,28,Female,Employed - at work,Full time,5,360,0,930,0,360
North Carolina,"$5,000 to $7,499",Black only,21,Female,Employed - at work,Full time,0,305,0,810,0,305
Georgia,"$50,000 to $59,999",White only,45,Male,Employed - at work,Full time,620,180,0,270,0,180
South Carolina,"$50,000 to $59,999",White only,47,Female,Employed - at work,Full time,418,150,0,495,0,150
Arizona,"$35,000 to $39,999",White only,21,Female,Employed - at work,Full time,485,165,60,485,0,225
New Mexico,"$35,000 to $39,999",White only,46,Female,Employed - at work,Full time,425,130,60,715,0,190
Kentucky,"$50,000 to $59,999",White only,27,Female,Employed - at work,Full time,475,195,0,500,0,195
Hawaii,"$25,000 to $29,999",White only,30,Male,Employed - at work,Full time,0,210,60,560,0,270
Pennsylvania,"$7,500 to $9,999",Black only,20,Male,Employed - at work,Full time,450,420,0,470,0,420
Alabama,"$40,000 to $49,999",White only,48,Male,Employed - at work,Full time,705,65,0,475,0,65
Texas,"$40,000 to $49,999",White only,25,Male,Employed - at work,Full time,525,60,0,535,0,60
California,"$60,000 to $74,999",White only,28,Male,Employed - at work,Full time,350,60,0,652,0,60
Michigan,"$100,000 to $149,999",White only,49,Female,Employed - at work,Full time,520,15,0,460,0,15
Pennsylvania,"$35,000 to $39,999",Black only,21,Male,Employed - at work,Full time,335,480,0,400,0,480
California,"$60,000 to $74,999",White only,41,Male,Employed - at work,Full time,564,180,0,594,0,180
New York,"$40,000 to $49,999",White only,37,Female,Employed - at work,Full time,0,450,60,690,0,510
California,"$75,000 to $99,999",White only,35,Male,Employed - at work,Full time,0,240,30,645,0,270
New York,"$5,000 to $7,499",White only,30,Male,Employed - at work,Full time,0,500,0,605,0,500
District of Columbia,"$75,000 to $99,999",White only,37,Male,Employed - at work,Full time,445,270,0,540,0,270
Washington,"$60,000 to $74,999",Hawaiian Pacific Islander only,33,Male,Employed - at work,Full time,690,0,0,555,0,0
Michigan,"$10,000 to $12,499",White only,22,Male,Employed - at work,Part time,0,765,0,570,0,765
Pennsylvania,"$60,000 to $74,999",Asian only,30,Female,Employed - at work,Full time,0,345,0,670,0,345
Michigan,"$25,000 to $29,999",White only,33,Female,Employed - at work,Full time,535,0,0,615,0,0
Texas,"$15,000 to $19,999",White only,36,Male,Employed - at work,Full time,575,90,0,495,0,90
California,"$5,000 to $7,499",White only,20,Male,Employed - at work,Part time,0,253,0,750,0,253
Illinois,"$20,000 to $24,999",White only,27,Male,Employed - at work,Full time,255,155,100,790,0,255
Oregon,"$100,000 to $149,999",White only,49,Male,Employed - at work,Full time,406,265,0,465,0,265
California,"$75,000 to $99,999",White only,40,Male,Employed - at work,Full time,600,108,50,480,0,158
Texas,"$60,000 to $74,999",White only,36,Male,Employed - at work,Full time,850,60,0,335,0,60
North Carolina,"$100,000 to $149,999",White only,43,Male,Employed - at work,Full time,0,343,120,563,0,463
South Carolina,"$25,000 to $29,999",Black only,41,Male,Employed - at work,Full time,710,95,0,471,0,95
Oregon,"Less than $5,000",White only,37,Male,Employed - at work,Part time,0,630,420,155,0,1050
California,"$100,000 to $149,999",White-American Indian,29,Female,Employed - at work,Full time,495,210,60,530,0,270
Virginia,"$50,000 to $59,999",White only,34,Female,Employed - at work,Full time,480,300,0,555,0,300
Michigan,"$150,000 and over",White only,25,Female,Employed - at work,Full time,0,450,45,784,0,495
Colorado,"$50,000 to $59,999",White only,27,Male,Employed - at work,Full time,0,465,200,585,0,665
Florida,"$25,000 to $29,999",Asian only,42,Male,Employed - at work,Full time,0,325,180,780,0,505
Massachusetts,"$25,000 to $29,999",White only,24,Male,Employed - at work,Full time,550,285,60,470,0,345
New York,"$12,500 to $14,999",Black only,48,Female,Employed - at work,Part time,345,370,0,510,0,370
Illinois,"$60,000 to $74,999",White only,47,Male,Employed - at work,Full time,480,0,0,450,0,0
Florida,"$75,000 to $99,999",Black only,30,Female,Employed - absent,Full time,605,55,0,590,0,55
North Carolina,"$60,000 to $74,999",White only,47,Female,Employed - at work,Full time,0,180,0,823,0,180
Texas,"$150,000 and over",White only,35,Female,Employed - at work,Full time,520,252,0,528,0,252
Texas,"$7,500 to $9,999",White only,40,Female,Employed - at work,Full time,0,255,0,510,0,255
Florida,"$10,000 to $12,499",Black only,26,Male,Employed - at work,Part time,405,0,218,415,0,218
Illinois,"$40,000 to $49,999",Black only,49,Female,Employed - at work,Full time,0,145,0,850,0,145
Indiana,"$40,000 to $49,999",White only,49,Female,Employed - at work,Full time,543,193,0,481,0,193
California,"$30,000 to $34,999",White only,23,Female,Employed - at work,Full time,0,320,0,564,0,320
New York,"$100,000 to $149,999",Black only,23,Male,Employed - at work,Full time,0,410,0,709,0,410
Texas,"$50,000 to $59,999",White only,43,Female,Employed - at work,Full time,490,235,0,510,0,235
California,"$100,000 to $149,999","American Indian, Alaskan Native",26,Female,Employed - at work,Full time,0,445,0,630,0,445
Florida,"$60,000 to $74,999",White only,30,Female,Employed - at work,Full time,540,60,0,655,0,60
Pennsylvania,"$40,000 to $49,999",Black only,26,Female,Employed - at work,Full time,0,360,0,900,0,360
Maryland,"$30,000 to $34,999",White only,42,Female,Employed - at work,Full time,445,110,0,645,0,110
Ohio,"$5,000 to $7,499",White only,28,Female,Employed - at work,Part time,295,0,0,890,0,0
Washington,"$35,000 to $39,999",White only,19,Female,Employed - at work,Part time,385,435,0,530,0,435
Pennsylvania,"$25,000 to $29,999",White only,27,Male,Employed - at work,Part time,240,332,0,788,0,332
Michigan,"$100,000 to $149,999",White only,28,Female,Employed - absent,Full time,180,146,90,540,0,236
Texas,"$60,000 to $74,999",White only,29,Male,Employed - at work,Full time,0,425,0,655,0,425
Illinois,"$50,000 to $59,999",Black only,31,Male,Employed - at work,Full time,437,287,0,370,0,287
Michigan,"$75,000 to $99,999",White only,35,Male,Employed - at work,Full time,764,0,30,570,0,30
Indiana,"$7,500 to $9,999",Asian only,32,Male,Employed - absent,Full time,110,295,0,510,0,295
Ohio,"$150,000 and over",White only,47,Female,Employed - at work,Full time,285,105,100,565,0,205
Georgia,"$50,000 to $59,999",White only,38,Male,Employed - at work,Full time,0,320,0,750,0,320
New York,"Less than $5,000",White only,27,Female,Employed - at work,Full time,470,215,0,530,0,215
Florida,"$60,000 to $74,999",White only,49,Male,Employed - at work,Full time,645,95,60,360,0,155
Kansas,"$15,000 to $19,999",White only,25,Male,Employed - at work,Full time,347,220,0,555,0,220
Texas,"$75,000 to $99,999",White only,29,Female,Employed - at work,Full time,517,150,0,431,0,150
California,"$20,000 to $24,999",Black only,35,Male,Employed - at work,Full time,815,35,30,455,0,65
New Jersey,"$100,000 to $149,999",White only,32,Female,Employed - at work,Full time,65,120,0,485,0,120
Colorado,"$25,000 to $29,999",White only,24,Male,Employed - at work,Full time,569,134,0,530,0,134
Maryland,"$40,000 to $49,999",Black only,28,Male,Employed - at work,Full time,465,185,0,603,0,185
New York,"$5,000 to $7,499",Black only,49,Male,Employed - absent,Full time,0,150,270,705,0,420
Illinois,"$150,000 and over",Black only,36,Male,Employed - at work,Full time,570,45,10,413,75,55
California,"$10,000 to $12,499",White only,28,Male,Employed - at work,Full time,780,30,0,548,0,30
Tennessee,"$60,000 to $74,999",White only,38,Female,Employed - at work,Full time,0,30,0,400,0,30
North Carolina,"$20,000 to $24,999",Black only,49,Male,Employed - at work,Part time,0,581,0,529,0,581
Ohio,"$40,000 to $49,999",Black only,46,Female,Employed - at work,Full time,362,204,0,720,0,204
Oklahoma,"$7,500 to $9,999",White only,23,Male,Employed - at work,Full time,439,120,75,615,0,195
Louisiana,"$25,000 to $29,999",Black only,37,Female,Employed - at work,Full time,0,480,0,750,0,480
Pennsylvania,"$30,000 to $34,999",White only,22,Female,Employed - at work,Full time,515,165,0,535,0,165
Nevada,"$150,000 and over",White only,40,Female,Employed - at work,Full time,0,240,25,525,0,265
North Carolina,"$40,000 to $49,999",White only,26,Male,Employed - at work,Full time,0,690,0,400,0,690
Texas,"$50,000 to $59,999",White only,34,Female,Employed - at work,Part time,0,420,0,900,0,420
New York,"$50,000 to $59,999",Black only,26,Male,Employed - at work,Part time,314,147,120,558,0,267
Texas,"$50,000 to $59,999",White only,40,Female,Employed - at work,Full time,180,480,0,600,0,480
Virginia,"Less than $5,000",White only,35,Female,Employed - at work,Full time,560,60,0,510,0,60
Washington,"$60,000 to $74,999",White only,25,Male,Employed - at work,Full time,597,172,0,540,0,172
Arizona,"$100,000 to $149,999",White only,44,Male,Employed - at work,Full time,0,180,0,490,0,180
Connecticut,"$12,500 to $14,999",Asian only,28,Male,Employed - at work,Full time,203,195,0,715,0,195
Florida,"$50,000 to $59,999",Black only,26,Male,Employed - at work,Full time,0,495,0,480,0,495
Florida,"$30,000 to $34,999",White only,23,Female,Employed - at work,Full time,540,30,0,565,0,30
Colorado,"Less than $5,000",White only,25,Male,Employed - at work,Full time,665,135,0,555,0,135
Georgia,"$20,000 to $24,999",White only,44,Male,Employed - at work,Full time,0,135,120,570,0,255
Montana,"$30,000 to $34,999",White only,48,Female,Employed - at work,Full time,0,228,0,630,0,228
California,"$60,000 to $74,999",White-Asian,24,Female,Employed - at work,Full time,10,180,0,650,0,180
New Jersey,"$100,000 to $149,999",White only,37,Female,Employed - at work,Full time,0,125,0,605,0,125
New York,"$40,000 to $49,999",White only,34,Male,Employed - at work,Full time,695,0,120,480,0,120
New Jersey,"$50,000 to $59,999",Asian only,44,Male,Employed - at work,Full time,690,175,0,415,0,175
Pennsylvania,"$20,000 to $24,999",Black only,25,Male,Employed - at work,Part time,395,260,0,600,0,260
Tennessee,"$40,000 to $49,999",Black only,49,Female,Employed - at work,Full time,0,215,0,540,0,215
Massachusetts,"$150,000 and over",White only,23,Female,Employed - at work,Full time,520,100,60,525,0,160
Minnesota,"$35,000 to $39,999",White only,45,Female,Employed - at work,Full time,0,220,0,1200,0,220
Missouri,"$150,000 and over",White only,46,Female,Employed - absent,Full time,0,15,120,910,0,135
Alabama,"$75,000 to $99,999",White only,26,Male,Employed - at work,Full time,420,325,0,465,0,325
New York,"$100,000 to $149,999",Black only,30,Male,Employed - at work,Full time,450,480,0,270,0,480
Massachusetts,"$60,000 to $74,999",White only,39,Male,Employed - at work,Full time,645,269,80,240,0,349
Wisconsin,"$150,000 and over",White only,34,Male,Employed - at work,Full time,0,515,45,660,0,560
Arizona,"$60,000 to $74,999",White only,34,Male,Employed - at work,Full time,690,0,60,490,0,60
North Dakota,"$25,000 to $29,999",White only,33,Male,Employed - at work,Full time,0,400,240,750,0,640
Florida,"$25,000 to $29,999",White only,47,Female,Employed - at work,Full time,0,410,105,625,0,515
Iowa,"$25,000 to $29,999",White only,43,Male,Employed - at work,Full time,580,118,0,488,0,118
Wisconsin,"$75,000 to $99,999",White only,43,Male,Employed - at work,Full time,120,520,0,540,0,520
Michigan,"$35,000 to $39,999",White only,44,Female,Employed - at work,Full time,460,375,0,450,0,375
Vermont,"$20,000 to $24,999",White only,48,Female,Employed - at work,Part time,0,180,130,585,0,310
Massachusetts,"$60,000 to $74,999",White only,33,Female,Employed - at work,Full time,450,105,60,665,0,165
Maine,"$25,000 to $29,999",White only,30,Male,Employed - at work,Full time,480,127,0,510,0,127
Michigan,"$25,000 to $29,999",White only,33,Male,Employed - at work,Full time,685,120,0,540,0,120
Oregon,"$40,000 to $49,999",White only,46,Female,Employed - at work,Full time,0,165,0,810,0,165
Oregon,"$35,000 to $39,999",White only,41,Female,Employed - at work,Full time,0,180,60,545,0,240
Oregon,"$25,000 to $29,999",White-American Indian,20,Male,Employed - at work,Full time,370,170,105,665,0,275
Oregon,"$100,000 to $149,999",White only,41,Male,Employed - at work,Full time,620,235,0,365,0,235
Pennsylvania,"$40,000 to $49,999",White only,26,Female,Employed - at work,Full time,485,150,75,345,60,225
Texas,"$15,000 to $19,999",Asian only,41,Male,Employed - at work,Full time,493,153,0,490,0,153
Wisconsin,"$150,000 and over",Black only,34,Female,Employed - at work,Full time,0,320,0,675,0,320
North Carolina,"$7,500 to $9,999",White only,25,Male,Employed - at work,Full time,462,105,0,400,0,105
New Jersey,"$25,000 to $29,999",Black only,19,Male,Employed - at work,Part time,310,78,0,330,0,78
Nevada,"$30,000 to $34,999",Black only,36,Male,Employed - at work,Full time,687,40,0,647,0,40
Illinois,"$40,000 to $49,999",White only,48,Female,Employed - at work,Full time,485,285,0,460,0,285
Maryland,"$50,000 to $59,999",Black only,43,Female,Employed - at work,Full time,455,200,0,575,0,200
Missouri,"$20,000 to $24,999",White only,33,Female,Employed - at work,Full time,515,200,0,525,0,200
Ohio,"$60,000 to $74,999",Black only,49,Female,Employed - absent,Full time,653,0,0,753,0,0
Louisiana,"$40,000 to $49,999",Black only,33,Female,Employed - at work,Full time,225,90,0,547,0,90
Oregon,"$150,000 and over",White only,31,Male,Employed - at work,Full time,825,77,0,415,0,77
Ohio,"$100,000 to $149,999",White only,47,Male,Employed - absent,Full time,0,670,199,315,0,869
New Jersey,"$75,000 to $99,999",White only,41,Male,Employed - absent,Full time,0,333,0,1096,0,333
Nebraska,"$50,000 to $59,999",White only,30,Female,Employed - at work,Full time,605,90,0,575,0,90
New York,"$40,000 to $49,999",White only,39,Male,Employed - at work,Full time,297,120,60,570,0,180
Texas,"$25,000 to $29,999",Black only,39,Male,Employed - at work,Full time,555,213,0,510,0,213
Utah,"$75,000 to $99,999",White only,46,Male,Employed - at work,Full time,710,200,0,330,0,200
Arizona,"Less than $5,000",White only,46,Male,Employed - at work,Full time,0,310,0,585,0,310
California,"$60,000 to $74,999",White only,30,Male,Employed - at work,Full time,450,228,60,490,0,288
California,"$50,000 to $59,999",White only,26,Male,Employed - at work,Full time,495,190,15,555,0,205
California,"$15,000 to $19,999",White only,45,Female,Employed - at work,Part time,0,477,0,550,0,477
Wisconsin,"$50,000 to $59,999",White only,30,Male,Employed - at work,Full time,660,310,0,420,0,310
New York,"$75,000 to $99,999",White only,42,Male,Employed - at work,Full time,590,334,0,270,0,334
Minnesota,"$25,000 to $29,999",Black only,34,Male,Employed - at work,Full time,930,220,85,145,0,305
Mississippi,"$40,000 to $49,999",White only,46,Female,Employed - at work,Full time,516,145,0,606,0,145
Indiana,"$40,000 to $49,999",White only,34,Male,Employed - at work,Full time,0,183,492,620,0,675
Texas,"$35,000 to $39,999",White only,34,Male,Employed - at work,Full time,620,210,0,425,0,210
Missouri,"$40,000 to $49,999",White only,45,Female,Employed - at work,Full time,0,0,210,470,0,210
California,"$60,000 to $74,999",Asian only,39,Female,Employed - at work,Full time,490,75,0,660,0,75
Pennsylvania,"$60,000 to $74,999",White only,47,Male,Employed - at work,Full time,0,380,0,550,0,380
Illinois,"$150,000 and over",White only,41,Female,Employed - at work,Full time,915,15,0,435,0,15
Texas,"$60,000 to $74,999",White only,34,Male,Employed - at work,Full time,0,242,360,690,0,602
Virginia,"$25,000 to $29,999",White only,28,Male,Employed - at work,Full time,532,150,63,484,0,213
Florida,"$75,000 to $99,999",White only,29,Male,Employed - at work,Full time,0,447,60,405,0,507
California,"$60,000 to $74,999",White only,43,Male,Employed - at work,Full time,430,285,60,480,0,345
Texas,"$75,000 to $99,999",Black only,28,Female,Employed - at work,Full time,525,150,70,469,0,220
Texas,"$40,000 to $49,999",White-Black,39,Female,Employed - at work,Full time,920,0,0,405,0,0
Florida,"$60,000 to $74,999",White only,48,Male,Employed - at work,Full time,0,525,90,490,0,615
California,"$40,000 to $49,999",White only,20,Male,Employed - at work,Part time,270,440,0,640,0,440
Georgia,"$25,000 to $29,999",White only,27,Female,Employed - at work,Part time,360,0,0,840,0,0
Ohio,"$35,000 to $39,999",White only,48,Male,Employed - at work,Full time,15,210,0,570,0,210
California,"$20,000 to $24,999",White only,33,Male,Employed - at work,Full time,30,20,370,590,0,390
Kansas,"$60,000 to $74,999",White only,37,Female,Employed - at work,Full time,540,140,60,540,0,200
Arkansas,"$60,000 to $74,999",White only,40,Male,Employed - at work,Full time,720,0,0,600,0,0
Montana,"$60,000 to $74,999",White only,34,Male,Employed - at work,Full time,501,246,80,505,0,326
California,"$30,000 to $34,999",White only,46,Male,Employed - at work,Full time,445,85,0,710,0,85
North Dakota,"$100,000 to $149,999",White only,28,Male,Employed - at work,Full time,0,740,0,470,0,740
Pennsylvania,"$100,000 to $149,999",White only,31,Female,Employed - at work,Full time,505,135,0,535,0,135
Texas,"$25,000 to $29,999",White only,45,Male,Employed - at work,Full time,690,180,0,450,0,180
New York,"$150,000 and over",White only,30,Female,Employed - at work,Full time,0,20,304,680,0,324
Alabama,"$150,000 and over",White-American Indian,48,Male,Employed - at work,Full time,575,340,0,360,0,340
Florida,"$75,000 to $99,999",White only,23,Male,Employed - at work,Full time,0,580,0,600,0,580
Texas,"$20,000 to $24,999",White only,26,Female,Employed - at work,Full time,740,0,0,490,0,0
