caseid,statefip,famincome,age,sex,empstat,fullpart,act_work,act_social,act_leisure,act_sports,act_pcare,act_educ
2.01E+13,Maryland,"$60,000 to $74,999",67,Female,Employed - at work,Full time,0,200,200,0,390,0
2.01E+13,Florida,"$50,000 to $59,999",52,Male,Employed - at work,Full time,190,60,60,0,590,0
2.01E+13,Arizona,"$40,000 to $49,999",64,Male,Employed - at work,Full time,465,175,315,140,510,0
2.01E+13,Florida,"$7,500 to $9,999",21,Female,Employed - at work,Full time,0,773,773,0,315,0
2.01E+13,Minnesota,"$75,000 to $99,999",58,Female,Employed - at work,Full time,506,99,99,0,520,0
2.01E+13,Virginia,"$150,000 and over",61,Male,Employed - at work,Full time,390,85,145,60,555,0
2.01E+13,Florida,"$15,000 to $19,999",51,Male,Employed - at work,Full time,575,240,240,0,563,0
2.01E+13,New York,"$75,000 to $99,999",19,Female,Employed - at work,Part time,240,305,305,0,503,260
2.01E+13,Texas,"$50,000 to $59,999",60,Female,Employed - at work,Full time,0,148,148,0,730,0
2.01E+13,California,"$50,000 to $59,999",74,Male,Employed - at work,Full time,439,230,230,0,590,0
2.01E+13,New Jersey,"$60,000 to $74,999",59,Male,Employed - at work,Full time,335,310,310,0,425,0
2.01E+13,Indiana,"$60,000 to $74,999",53,Male,Employed - at work,Full time,0,440,440,0,570,0
2.01E+13,Missouri,"$100,000 to $149,999",60,Male,Employed - at work,Part time,90,40,395,355,450,0
2.01E+13,Michigan,"$100,000 to $149,999",56,Female,Employed - at work,Full time,515,175,175,0,590,0
2.01E+13,New York,"$25,000 to $29,999",71,Female,Employed - at work,Full time,455,115,115,0,520,0
2.01E+13,Maine,"$150,000 and over",67,Male,Employed - at work,Full time,275,220,220,0,530,0
2.01E+13,California,"$15,000 to $19,999",75,Female,Employed - at work,Part time,0,230,230,0,640,0
2.01E+13,California,"$75,000 to $99,999",68,Male,Employed - at work,Part time,60,930,930,0,420,0
2.01E+13,Washington,"$60,000 to $74,999",57,Male,Employed - at work,Full time,120,600,600,0,495,0
2.01E+13,New Hampshire,"$100,000 to $149,999",60,Female,Employed - at work,Full time,0,280,280,0,525,0
2.01E+13,Mississippi,"$20,000 to $24,999",67,Female,Employed - absent,Full time,0,500,500,0,660,0
2.01E+13,Missouri,"$40,000 to $49,999",61,Male,Employed - at work,Part time,465,85,85,0,552,0
2.01E+13,Georgia,"$30,000 to $34,999",50,Female,Employed - at work,Full time,0,140,140,0,680,0
2.01E+13,Wisconsin,"$75,000 to $99,999",66,Female,Employed - at work,Full time,115,250,250,0,605,0
2.01E+13,Alabama,"$30,000 to $34,999",61,Female,Employed - at work,Part time,505,225,225,0,537,0
2.01E+13,Pennsylvania,"$75,000 to $99,999",62,Male,Employed - at work,Full time,562,98,98,0,480,0
2.01E+13,Colorado,"$75,000 to $99,999",60,Female,Employed - at work,Full time,350,105,105,0,530,0
2.01E+13,Florida,"$100,000 to $149,999",23,Female,Employed - at work,Part time,350,410,410,0,620,0
2.01E+13,Maryland,"$40,000 to $49,999",50,Female,Employed - at work,Full time,0,608,608,0,510,0
2.01E+13,New Jersey,"$100,000 to $149,999",61,Female,Employed - at work,Full time,563,30,30,0,488,0
2.01E+13,Alabama,"$50,000 to $59,999",50,Male,Employed - at work,Full time,590,105,105,0,500,0
2.01E+13,Minnesota,"$150,000 and over",62,Male,Employed - at work,Full time,25,250,250,0,615,0
2.01E+13,Texas,"$50,000 to $59,999",58,Male,Employed - at work,Full time,580,180,230,50,400,0
2.01E+13,Illinois,"$100,000 to $149,999",50,Female,Employed - at work,Part time,0,540,540,0,480,0
2.01E+13,Maryland,"$20,000 to $24,999",65,Female,Employed - at work,Part time,0,235,265,30,585,0
2.01E+13,Florida,"$100,000 to $149,999",64,Female,Employed - at work,Full time,0,180,180,0,630,0
2.01E+13,New York,"$100,000 to $149,999",29,Male,Employed - at work,Part time,645,170,170,0,510,0
2.01E+13,Florida,"$100,000 to $149,999",53,Female,Employed - at work,Full time,128,0,0,0,463,0
2.01E+13,Pennsylvania,"$100,000 to $149,999",61,Female,Employed - at work,Full time,120,280,280,0,615,0
2.01E+13,Colorado,"$40,000 to $49,999",76,Female,Employed - at work,Part time,305,180,250,70,376,0
2.01E+13,New York,"$40,000 to $49,999",65,Female,Employed - at work,Full time,225,175,175,0,525,0
2.01E+13,Pennsylvania,"$60,000 to $74,999",52,Male,Employed - at work,Full time,434,60,60,0,565,0
2.01E+13,California,"$60,000 to $74,999",62,Male,Employed - at work,Full time,475,265,265,0,570,0
2.01E+13,Massachusetts,"$20,000 to $24,999",58,Female,Employed - at work,Part time,535,210,210,0,500,0
2.01E+13,Alabama,"$40,000 to $49,999",61,Female,Employed - absent,Full time,162,343,343,0,571,0
2.01E+13,New York,"$50,000 to $59,999",51,Female,Employed - at work,Full time,0,475,475,0,675,0
2.01E+13,New York,"$100,000 to $149,999",52,Male,Employed - absent,Full time,0,570,570,0,510,0
2.01E+13,Maine,"$10,000 to $12,499",68,Female,Employed - at work,Full time,0,343,343,0,430,0
2.01E+13,North Carolina,"$30,000 to $34,999",56,Female,Employed - at work,Full time,636,155,155,0,483,0
2.01E+13,Texas,"$100,000 to $149,999",51,Male,Employed - at work,Full time,752,60,60,0,525,0
2.01E+13,Ohio,"$25,000 to $29,999",52,Female,Employed - at work,Full time,0,85,205,120,690,0
2.01E+13,Texas,"$50,000 to $59,999",67,Female,Employed - at work,Part time,0,280,280,0,760,0
2.01E+13,North Carolina,"Less than $5,000",51,Male,Employed - at work,Part time,530,120,120,0,453,0
2.01E+13,Alaska,"$35,000 to $39,999",56,Male,Employed - absent,Full time,60,230,230,0,535,0
2.01E+13,District of Columbia,"$150,000 and over",61,Female,Employed - at work,Full time,535,230,230,0,560,0
2.01E+13,Indiana,"$25,000 to $29,999",58,Female,Employed - at work,Full time,270,396,396,0,485,0
2.01E+13,Minnesota,"$25,000 to $29,999",50,Male,Employed - at work,Full time,545,235,235,0,465,0
2.01E+13,New York,"$50,000 to $59,999",60,Male,Employed - at work,Part time,303,31,31,0,690,0
2.01E+13,Oklahoma,"$60,000 to $74,999",63,Female,Employed - absent,Full time,0,340,340,0,615,0
2.01E+13,Maryland,"$35,000 to $39,999",66,Male,Employed - at work,Part time,0,602,677,75,540,0
2.01E+13,Texas,"$150,000 and over",45,Female,Employed - at work,Full time,480,0,0,0,475,335
2.01E+13,North Dakota,"$100,000 to $149,999",54,Female,Employed - at work,Full time,0,265,265,0,540,0
2.01E+13,Arizona,"$100,000 to $149,999",57,Female,Employed - at work,Full time,505,120,120,0,585,0
2.01E+13,California,"$75,000 to $99,999",57,Male,Employed - at work,Full time,450,210,210,0,450,0
2.01E+13,Illinois,"$40,000 to $49,999",61,Female,Employed - at work,Part time,10,120,120,0,635,0
2.01E+13,Maryland,"$150,000 and over",50,Female,Employed - at work,Full time,0,215,215,0,610,0
2.01E+13,New Jersey,"$35,000 to $39,999",57,Male,Employed - at work,Full time,555,150,150,0,426,0
2.01E+13,Iowa,"$75,000 to $99,999",64,Male,Employed - absent,Full time,0,0,0,0,1180,0
2.01E+13,New York,"$25,000 to $29,999",64,Female,Employed - at work,Full time,0,505,505,0,480,0
2.01E+13,Pennsylvania,"$75,000 to $99,999",70,Male,Employed - at work,Full time,0,1060,1060,0,330,0
2.01E+13,Nevada,"$35,000 to $39,999",55,Female,Employed - at work,Full time,585,79,79,0,553,0
2.01E+13,Texas,"$30,000 to $34,999",52,Male,Employed - at work,Part time,0,395,395,0,600,0
2.01E+13,Illinois,"$75,000 to $99,999",64,Male,Employed - at work,Full time,460,60,60,0,555,0
2.01E+13,Arkansas,"Less than $5,000",52,Male,Employed - at work,Part time,0,715,715,0,715,0
2.01E+13,Kentucky,"$40,000 to $49,999",55,Female,Employed - at work,Full time,0,610,610,0,555,0
2.01E+13,Pennsylvania,"$50,000 to $59,999",61,Female,Employed - absent,Full time,0,289,289,0,904,0
2.01E+13,Texas,"$30,000 to $34,999",52,Female,Employed - at work,Full time,580,150,150,0,610,0
2.01E+13,New York,"$15,000 to $19,999",72,Female,Employed - at work,Part time,0,645,690,45,450,0
2.01E+13,Virginia,"$75,000 to $99,999",66,Female,Employed - at work,Part time,0,120,120,0,585,0
2.01E+13,West Virginia,"$75,000 to $99,999",57,Male,Employed - at work,Full time,55,210,210,0,920,0
2.01E+13,New York,"$150,000 and over",80,Male,Employed - at work,Full time,900,30,30,0,420,0
2.01E+13,North Carolina,"$7,500 to $9,999",22,Female,Employed - absent,Part time,0,90,90,0,650,490
2.01E+13,Texas,"$150,000 and over",50,Female,Employed - at work,Full time,0,370,490,120,600,0
2.01E+13,Alabama,"$75,000 to $99,999",62,Female,Employed - at work,Full time,0,623,623,0,740,0
2.01E+13,Massachusetts,"$60,000 to $74,999",59,Female,Employed - at work,Full time,0,360,360,0,750,0
2.01E+13,California,"$75,000 to $99,999",60,Female,Employed - at work,Full time,480,295,295,0,415,0
2.01E+13,Minnesota,"$150,000 and over",71,Male,Employed - at work,Part time,170,405,405,0,540,0
2.01E+13,Alabama,"Less than $5,000",55,Male,Employed - at work,Part time,0,730,730,0,660,0
2.01E+13,California,"$150,000 and over",52,Male,Employed - at work,Full time,700,35,35,0,560,0
2.01E+13,South Dakota,"$25,000 to $29,999",59,Male,Employed - absent,Full time,0,561,561,0,670,0
2.01E+13,New York,"$100,000 to $149,999",66,Female,Employed - at work,Full time,0,315,315,0,590,0
2.01E+13,Florida,"$60,000 to $74,999",56,Female,Employed - at work,Full time,0,295,295,0,745,0
2.01E+13,Iowa,"$15,000 to $19,999",78,Female,Employed - at work,Part time,0,211,211,0,540,0
2.01E+13,Tennessee,"$35,000 to $39,999",74,Male,Employed - at work,Part time,0,350,350,0,680,0
2.01E+13,New York,"$100,000 to $149,999",59,Male,Employed - at work,Full time,710,135,195,60,445,0
2.01E+13,South Dakota,"$150,000 and over",56,Female,Employed - at work,Part time,864,50,50,0,417,0
2.01E+13,Florida,"$20,000 to $24,999",59,Female,Employed - at work,Full time,0,840,840,0,500,0
2.01E+13,New Jersey,"$25,000 to $29,999",66,Female,Employed - at work,Full time,0,255,255,0,600,0
2.01E+13,California,"Less than $5,000",18,Female,Employed - at work,Part time,0,420,420,0,450,360
2.01E+13,South Dakota,"$100,000 to $149,999",57,Male,Employed - at work,Full time,0,420,420,0,600,0
2.01E+13,Arizona,"$25,000 to $29,999",51,Male,Employed - at work,Full time,480,0,0,0,460,0
2.01E+13,Washington,"$50,000 to $59,999",68,Male,Employed - at work,Full time,590,120,120,0,565,0
2.01E+13,Louisiana,"$150,000 and over",22,Male,Employed - at work,Part time,200,193,253,60,625,30
2.01E+13,Illinois,"$40,000 to $49,999",51,Female,Employed - at work,Part time,0,135,135,0,540,0
2.01E+13,Texas,"$100,000 to $149,999",64,Male,Employed - at work,Part time,540,240,240,0,540,0
2.01E+13,Maryland,"$150,000 and over",55,Female,Employed - at work,Full time,555,0,65,65,583,0
2.01E+13,Illinois,"$50,000 to $59,999",43,Male,Employed - at work,Part time,0,233,233,0,330,120
2.01E+13,Maryland,"$7,500 to $9,999",22,Male,Employed - absent,Full time,0,180,180,0,270,413
2.01E+13,Iowa,"$40,000 to $49,999",53,Female,Employed - at work,Full time,0,340,340,0,580,0
2.01E+13,Delaware,"$40,000 to $49,999",80,Male,Employed - at work,Part time,85,739,828,89,461,0
2.01E+13,Ohio,"$40,000 to $49,999",55,Female,Employed - at work,Part time,0,163,163,0,467,0
2.01E+13,Texas,"$100,000 to $149,999",72,Male,Employed - at work,Full time,476,110,160,50,565,0
2.01E+13,Florida,"$60,000 to $74,999",55,Male,Employed - at work,Full time,0,400,400,0,630,0
2.01E+13,Minnesota,"$75,000 to $99,999",65,Female,Employed - at work,Full time,0,450,450,0,410,0
2.01E+13,South Carolina,"$15,000 to $19,999",59,Male,Employed - at work,Full time,475,75,75,0,745,0
2.01E+13,Missouri,"$150,000 and over",67,Male,Employed - at work,Full time,390,262,307,45,465,0
2.01E+13,California,"$40,000 to $49,999",59,Female,Employed - at work,Full time,413,330,330,0,505,0
2.01E+13,South Carolina,"$150,000 and over",62,Male,Employed - at work,Full time,595,220,220,0,525,0
2.01E+13,Rhode Island,"$50,000 to $59,999",52,Male,Employed - absent,Full time,0,475,515,40,630,0
2.01E+13,Oklahoma,"$150,000 and over",51,Male,Employed - at work,Full time,0,30,30,0,592,0
2.01E+13,Ohio,"$60,000 to $74,999",64,Female,Employed - absent,Full time,15,440,470,30,525,0
2.01E+13,New Jersey,"$100,000 to $149,999",66,Female,Employed - at work,Part time,0,215,215,0,545,0
2.01E+13,Wisconsin,"$7,500 to $9,999",66,Female,Employed - at work,Full time,555,330,330,0,435,0
2.01E+13,Florida,"$150,000 and over",56,Male,Employed - at work,Full time,575,100,100,0,465,0
2.01E+13,Florida,"$20,000 to $24,999",56,Male,Employed - at work,Part time,360,295,295,0,605,0
2.01E+13,South Carolina,"$150,000 and over",64,Male,Employed - at work,Full time,560,215,215,0,510,0
2.01E+13,Arizona,"$60,000 to $74,999",50,Female,Employed - at work,Full time,0,712,712,0,360,0
2.01E+13,Florida,"$30,000 to $34,999",51,Female,Employed - at work,Full time,485,143,143,0,495,0
2.01E+13,New Hampshire,"$25,000 to $29,999",30,Male,Employed - at work,Full time,0,810,810,0,345,0
2.01E+13,Florida,"$100,000 to $149,999",53,Male,Employed - at work,Full time,435,125,125,0,600,0
2.01E+13,California,"$20,000 to $24,999",21,Female,Employed - at work,Part time,0,420,500,80,640,0
2.01E+13,Mississippi,"$100,000 to $149,999",52,Female,Employed - at work,Full time,570,0,0,0,410,0
2.01E+13,Ohio,"$35,000 to $39,999",76,Male,Employed - absent,Full time,0,90,90,0,480,0
2.01E+13,New York,"$150,000 and over",54,Male,Employed - at work,Full time,100,160,170,10,690,0
2.01E+13,Maryland,"$100,000 to $149,999",50,Female,Employed - at work,Full time,210,646,646,0,264,0
2.01E+13,Florida,"$30,000 to $34,999",72,Female,Employed - at work,Full time,0,390,390,0,555,0
2.01E+13,Illinois,"$50,000 to $59,999",65,Female,Employed - absent,Part time,0,180,180,0,607,0
2.01E+13,Illinois,"$60,000 to $74,999",29,Male,Employed - at work,Part time,0,266,351,85,600,0
2.01E+13,Louisiana,"$60,000 to $74,999",75,Female,Employed - at work,Part time,0,633,633,0,362,0
2.01E+13,Pennsylvania,"$60,000 to $74,999",55,Female,Employed - at work,Full time,180,315,315,0,560,0
2.01E+13,Maryland,"$50,000 to $59,999",63,Male,Employed - at work,Full time,615,0,0,0,525,0
2.01E+13,California,"$75,000 to $99,999",66,Female,Employed - at work,Part time,235,223,273,50,530,0
2.01E+13,Iowa,"$35,000 to $39,999",61,Female,Employed - at work,Full time,0,185,185,0,530,0
2.01E+13,California,"$35,000 to $39,999",69,Female,Employed - at work,Part time,350,290,290,0,520,0
2.01E+13,Ohio,"$60,000 to $74,999",57,Male,Employed - at work,Full time,0,680,680,0,660,0
2.01E+13,Ohio,"$75,000 to $99,999",62,Male,Employed - absent,Full time,0,0,60,60,65,0
2.01E+13,New Mexico,"$60,000 to $74,999",62,Male,Employed - at work,Full time,210,170,170,0,635,0
2.01E+13,Maine,"$60,000 to $74,999",74,Male,Employed - at work,Full time,450,180,180,0,510,0
2.01E+13,Michigan,"$25,000 to $29,999",61,Female,Employed - at work,Full time,0,445,445,0,530,0
2.01E+13,Wisconsin,"$30,000 to $34,999",53,Male,Employed - at work,Full time,520,0,0,0,380,0
2.01E+13,Massachusetts,"$60,000 to $74,999",59,Female,Employed - at work,Full time,0,565,565,0,540,0
2.01E+13,North Carolina,"$100,000 to $149,999",67,Male,Employed - at work,Full time,0,565,565,0,570,0
2.01E+13,Connecticut,"$50,000 to $59,999",62,Female,Employed - at work,Full time,0,645,645,0,675,0
2.01E+13,Ohio,"$40,000 to $49,999",85,Male,Employed - at work,Part time,0,605,620,15,570,0
2.01E+13,Texas,"$150,000 and over",57,Male,Employed - at work,Full time,555,305,305,0,510,0
2.01E+13,Oregon,"$100,000 to $149,999",52,Female,Employed - at work,Part time,0,375,450,75,495,0
2.01E+13,Indiana,"$20,000 to $24,999",62,Female,Employed - at work,Part time,0,310,350,40,505,0
2.01E+13,Mississippi,"$75,000 to $99,999",66,Male,Employed - at work,Part time,0,180,180,0,750,0
2.01E+13,Texas,"$60,000 to $74,999",58,Male,Employed - at work,Full time,0,533,533,0,445,0
2.01E+13,Alabama,"$12,500 to $14,999",62,Female,Employed - at work,Part time,410,120,120,0,510,0
2.01E+13,Idaho,"$50,000 to $59,999",64,Female,Employed - at work,Full time,465,115,115,0,555,0
2.01E+13,California,"$15,000 to $19,999",65,Female,Employed - at work,Part time,0,95,95,0,548,0
2.01E+13,Massachusetts,"$25,000 to $29,999",53,Male,Employed - at work,Full time,0,75,80,5,610,0
2.01E+13,Florida,"$150,000 and over",58,Male,Employed - at work,Full time,540,110,170,60,485,0
2.01E+13,Florida,"$150,000 and over",62,Female,Employed - at work,Full time,0,120,180,60,540,0
2.01E+13,Mississippi,"$15,000 to $19,999",54,Female,Employed - at work,Full time,178,340,340,0,812,0
2.01E+13,Oregon,"$60,000 to $74,999",59,Male,Employed - at work,Full time,0,60,570,510,480,0
2.01E+13,Pennsylvania,"$50,000 to $59,999",60,Male,Employed - at work,Full time,405,387,387,0,420,0
2.01E+13,New Mexico,"$35,000 to $39,999",67,Male,Employed - at work,Part time,70,140,140,0,690,0
2.01E+13,Virginia,"$75,000 to $99,999",68,Female,Employed - at work,Full time,0,312,312,0,645,0
2.01E+13,Texas,"$30,000 to $34,999",59,Female,Employed - at work,Full time,0,432,432,0,942,0
2.01E+13,North Carolina,"$35,000 to $39,999",54,Male,Employed - at work,Full time,472,225,225,0,580,0
2.01E+13,Florida,"$20,000 to $24,999",57,Male,Employed - at work,Full time,630,90,90,0,570,0
2.01E+13,New Jersey,"$40,000 to $49,999",65,Female,Employed - at work,Full time,715,128,128,0,530,0
2.01E+13,Massachusetts,"$75,000 to $99,999",59,Female,Employed - at work,Full time,0,180,180,0,790,0
2.01E+13,Arizona,"$60,000 to $74,999",53,Male,Employed - at work,Full time,648,108,108,0,460,0
2.01E+13,Georgia,"$75,000 to $99,999",67,Male,Employed - at work,Full time,469,70,85,15,580,0
2.01E+13,Florida,"$20,000 to $24,999",22,Female,Employed - at work,Full time,0,60,425,365,530,0
2.01E+13,Texas,"$30,000 to $34,999",54,Male,Employed - at work,Full time,625,95,95,0,565,0
2.01E+13,Pennsylvania,"$60,000 to $74,999",60,Male,Employed - at work,Full time,0,210,270,60,540,0
2.01E+13,Florida,"$50,000 to $59,999",61,Female,Employed - at work,Full time,0,310,310,0,540,0
2.01E+13,Florida,"$10,000 to $12,499",64,Male,Employed - at work,Full time,0,365,365,0,720,0
2.01E+13,California,"$75,000 to $99,999",53,Female,Employed - absent,Full time,0,530,530,0,520,0
2.01E+13,Florida,"$20,000 to $24,999",65,Female,Employed - at work,Full time,494,494,494,0,360,0
2.01E+13,Ohio,"$75,000 to $99,999",67,Male,Employed - at work,Part time,0,301,301,0,570,0
2.01E+13,Wisconsin,"$100,000 to $149,999",55,Male,Employed - at work,Full time,615,225,225,0,375,0
2.01E+13,Indiana,"$40,000 to $49,999",67,Male,Employed - at work,Full time,0,355,355,0,510,0
2.01E+13,Kentucky,"$75,000 to $99,999",61,Male,Employed - at work,Full time,520,345,345,0,465,0
2.01E+13,Kentucky,"$35,000 to $39,999",59,Female,Employed - at work,Full time,510,120,120,0,545,0
2.01E+13,Massachusetts,"$30,000 to $34,999",65,Male,Employed - at work,Full time,90,65,245,180,682,0
2.01E+13,Arizona,"$40,000 to $49,999",62,Female,Employed - at work,Full time,382,60,60,0,515,0
2.01E+13,South Carolina,"$20,000 to $24,999",57,Female,Employed - at work,Part time,0,65,65,0,415,0
2.01E+13,New York,"$40,000 to $49,999",67,Female,Employed - at work,Full time,562,232,232,0,530,0
2.01E+13,Illinois,"$150,000 and over",66,Male,Employed - at work,Full time,530,152,152,0,535,0
2.01E+13,Kentucky,"$30,000 to $34,999",57,Male,Employed - absent,Full time,60,515,515,0,600,0
2.01E+13,California,"$25,000 to $29,999",53,Female,Employed - at work,Part time,231,75,75,0,585,0
2.01E+13,Indiana,"$50,000 to $59,999",60,Male,Employed - at work,Full time,0,0,0,0,720,0
2.01E+13,Connecticut,"$100,000 to $149,999",23,Female,Employed - at work,Part time,576,0,190,190,530,0
2.01E+13,North Carolina,"$20,000 to $24,999",29,Male,Employed - at work,Part time,0,120,140,20,594,30
2.01E+13,North Carolina,"$75,000 to $99,999",57,Female,Employed - at work,Part time,575,40,40,0,485,0
2.01E+13,Indiana,"$100,000 to $149,999",67,Male,Employed - at work,Full time,600,160,160,0,520,0
2.01E+13,Iowa,"$40,000 to $49,999",50,Female,Employed - at work,Full time,190,180,180,0,695,0
2.01E+13,Nebraska,"$100,000 to $149,999",58,Male,Employed - at work,Full time,438,348,348,0,440,0
2.01E+13,Texas,"$75,000 to $99,999",50,Male,Employed - at work,Full time,0,375,375,0,570,0
2.01E+13,Florida,"$30,000 to $34,999",51,Male,Employed - at work,Full time,461,195,195,0,509,0
2.01E+13,California,"$15,000 to $19,999",63,Male,Employed - at work,Part time,0,270,270,0,505,0
2.01E+13,Connecticut,"$100,000 to $149,999",60,Male,Employed - at work,Full time,0,45,90,45,470,0
2.01E+13,California,"$150,000 and over",69,Female,Employed - at work,Full time,0,460,540,80,470,0
2.01E+13,Pennsylvania,"$60,000 to $74,999",51,Female,Employed - at work,Full time,0,540,540,0,685,0
2.01E+13,North Carolina,"$40,000 to $49,999",57,Male,Employed - at work,Full time,540,151,151,0,415,0
2.01E+13,Wisconsin,"$40,000 to $49,999",58,Female,Employed - at work,Full time,240,60,60,0,600,0
2.01E+13,Kansas,"$12,500 to $14,999",23,Female,Employed - at work,Full time,0,270,270,0,960,0
2.01E+13,California,"$35,000 to $39,999",58,Female,Employed - at work,Full time,435,90,90,0,575,0
2.01E+13,Texas,"$100,000 to $149,999",52,Male,Employed - at work,Full time,560,134,189,55,546,0
2.01E+13,Wisconsin,"$100,000 to $149,999",78,Male,Employed - at work,Full time,495,401,401,0,450,0
2.01E+13,Indiana,"$75,000 to $99,999",53,Male,Employed - at work,Full time,535,300,300,0,305,0
2.01E+13,California,"$15,000 to $19,999",26,Male,Employed - absent,Full time,0,350,350,0,835,0
2.01E+13,Florida,"$150,000 and over",20,Female,Employed - at work,Part time,330,285,285,0,684,0
2.01E+13,Texas,"$12,500 to $14,999",60,Male,Employed - at work,Full time,600,0,0,0,465,0
2.01E+13,Iowa,"$100,000 to $149,999",50,Male,Employed - at work,Full time,540,327,327,0,480,0
2.01E+13,New Jersey,"$75,000 to $99,999",59,Male,Employed - at work,Full time,720,124,124,0,420,0
2.01E+13,Nevada,"$100,000 to $149,999",68,Male,Employed - absent,Full time,0,360,360,0,615,0
2.01E+13,Illinois,"$60,000 to $74,999",50,Male,Employed - at work,Full time,0,754,754,0,540,0
2.01E+13,California,"$100,000 to $149,999",70,Male,Employed - at work,Full time,245,215,335,120,470,0
2.01E+13,New York,"$30,000 to $34,999",59,Female,Employed - at work,Full time,481,250,250,0,528,0
2.01E+13,Pennsylvania,"$30,000 to $34,999",62,Male,Employed - absent,Full time,0,260,260,0,525,0
2.01E+13,Michigan,"$100,000 to $149,999",55,Female,Employed - absent,Part time,0,120,120,0,570,0
2.01E+13,Texas,"$100,000 to $149,999",60,Female,Employed - at work,Full time,0,165,165,0,540,0
2.01E+13,Utah,"$60,000 to $74,999",31,Male,Employed - at work,Full time,0,395,395,0,585,0
2.01E+13,Alabama,"$60,000 to $74,999",51,Male,Employed - at work,Full time,615,260,260,0,425,0
2.01E+13,Florida,"Less than $5,000",66,Female,Employed - at work,Full time,420,90,90,0,510,0
2.01E+13,Virginia,"$100,000 to $149,999",58,Male,Employed - at work,Part time,212,455,455,0,545,0
2.01E+13,Missouri,"$20,000 to $24,999",23,Male,Employed - at work,Full time,525,465,465,0,420,0
2.01E+13,Washington,"$50,000 to $59,999",57,Female,Employed - at work,Full time,535,230,230,0,528,0
2.01E+13,New York,"Less than $5,000",54,Female,Employed - at work,Full time,520,90,90,0,450,0
2.01E+13,Colorado,"$100,000 to $149,999",54,Female,Employed - at work,Full time,895,60,60,0,210,0
2.01E+13,North Carolina,"$75,000 to $99,999",51,Male,Employed - at work,Full time,0,550,550,0,740,0
2.01E+13,Texas,"$60,000 to $74,999",23,Male,Employed - at work,Full time,575,135,135,0,525,0
2.01E+13,Nebraska,"$60,000 to $74,999",60,Female,Employed - at work,Full time,0,470,500,30,540,0
2.01E+13,Washington,"$35,000 to $39,999",54,Male,Employed - at work,Part time,0,430,430,0,610,0
2.01E+13,Virginia,"$75,000 to $99,999",63,Female,Employed - at work,Part time,0,260,260,0,540,0
2.01E+13,Indiana,"$30,000 to $34,999",64,Male,Employed - at work,Full time,0,65,65,0,450,0
2.01E+13,Alabama,"$20,000 to $24,999",52,Female,Employed - at work,Full time,473,60,60,0,500,0
2.01E+13,Georgia,"$25,000 to $29,999",62,Female,Employed - at work,Full time,180,510,510,0,662,0
2.01E+13,Nevada,"Less than $5,000",71,Male,Employed - at work,Full time,780,270,270,0,330,0
2.01E+13,Missouri,"$50,000 to $59,999",53,Female,Employed - at work,Full time,405,195,345,150,455,0
2.01E+13,Arizona,"$150,000 and over",74,Male,Employed - at work,Full time,0,350,350,0,500,0
2.01E+13,Illinois,"$100,000 to $149,999",70,Female,Employed - at work,Part time,0,337,337,0,505,0
2.01E+13,California,"$100,000 to $149,999",59,Male,Employed - at work,Part time,41,369,399,30,600,0
2.01E+13,Michigan,"$100,000 to $149,999",52,Male,Employed - at work,Full time,30,270,270,0,570,0
2.01E+13,Texas,"$50,000 to $59,999",68,Female,Employed - at work,Full time,0,635,635,0,670,0
2.01E+13,South Carolina,"$50,000 to $59,999",60,Male,Employed - at work,Full time,780,165,165,0,370,0
2.01E+13,Colorado,"$100,000 to $149,999",56,Female,Employed - at work,Part time,0,490,490,0,560,0
2.01E+13,New Jersey,"$50,000 to $59,999",85,Female,Employed - at work,Full time,0,175,175,0,630,0
2.01E+13,New York,"$150,000 and over",54,Male,Employed - at work,Full time,645,150,150,0,560,0
2.01E+13,Texas,"$60,000 to $74,999",68,Female,Employed - at work,Part time,420,165,165,0,645,0
2.01E+13,Vermont,"$75,000 to $99,999",53,Male,Employed - at work,Full time,0,375,510,135,513,0
2.01E+13,Mississippi,"$75,000 to $99,999",57,Male,Employed - at work,Full time,540,220,220,0,520,0
2.01E+13,California,"$60,000 to $74,999",59,Male,Employed - at work,Full time,625,205,205,0,495,0
2.01E+13,Texas,"$35,000 to $39,999",51,Female,Employed - at work,Full time,570,338,338,0,355,0
2.01E+13,Texas,"$35,000 to $39,999",54,Male,Employed - at work,Full time,620,205,205,0,360,0
2.01E+13,California,"$75,000 to $99,999",59,Female,Employed - at work,Full time,478,220,220,0,420,0
2.01E+13,North Carolina,"$100,000 to $149,999",65,Male,Employed - at work,Full time,681,180,210,30,455,0
2.01E+13,Arkansas,"$40,000 to $49,999",67,Female,Employed - at work,Full time,570,120,120,0,555,0
2.01E+13,Arkansas,"$20,000 to $24,999",74,Female,Employed - at work,Part time,0,393,393,0,695,0
2.01E+13,South Carolina,"$75,000 to $99,999",64,Male,Employed - at work,Full time,503,146,176,30,480,0
2.01E+13,California,"$150,000 and over",67,Male,Employed - at work,Full time,0,280,340,60,495,0
2.01E+13,Texas,"$100,000 to $149,999",53,Male,Employed - at work,Full time,30,280,280,0,745,0
2.01E+13,Pennsylvania,"$50,000 to $59,999",66,Female,Employed - at work,Full time,517,175,175,0,481,0
2.01E+13,California,"$100,000 to $149,999",54,Female,Employed - at work,Full time,615,15,15,0,530,0
